PDBID	SCIENTIFIC_ORGANISM	EC_NUMBER	
1cim	Homo sapiens 	4.2.1.1	
1cil	Homo sapiens 	4.2.1.1	
2gmv	Homo sapiens 	4.1.1.32	
1hd7	Homo sapiens 	4.2.99.18	
3m3x	Homo sapiens 	4.2.1.1	
3hku	Homo sapiens 	4.2.1.1	
3hkt	Homo sapiens 	4.2.1.1	
3hkq	Homo sapiens 	4.2.1.1	
3ks3	Homo sapiens 	4.2.1.1	
3hkn	Homo sapiens 	4.2.1.1	
3u3a	Homo sapiens 	4.2.1.1	
3hkk	Homo sapiens 	4.4.1.20	
1khg	Homo sapiens 	4.1.1.32	
1khf	Homo sapiens 	4.1.1.32	
1lzv	Homo sapiens 	4.2.1.1	
2on3	Homo sapiens 	4.1.1.17	
3mdz	Homo sapiens 	4.2.1.1	
1khe	Homo sapiens 	4.1.1.32	
1khb	Homo sapiens 	4.1.1.32	
3u47	Homo sapiens 	4.2.1.1	
3u45	Homo sapiens 	4.2.1.1	
3m2z	Homo sapiens 	4.2.1.1	
3m2y	Homo sapiens 	4.2.1.1	
3m2x	Homo sapiens 	4.2.1.1	
3pjj	Homo sapiens 	4.2.1.1	
2zqr	Homo sapiens 	4.2.1.18	
2zqq	Homo sapiens 	4.2.1.18	
2wm1	Homo sapiens 	4.1.1.45	
2ez7	Homo sapiens 	4.2.1.1	
3m2n	Homo sapiens 	4.2.1.1	
3m40	Homo sapiens 	4.2.1.1	
3fvx	Homo sapiens 	4.4.1.13	
3fvu	Homo sapiens 	4.4.1.13	
3fvs	Homo sapiens 	4.4.1.13	
3vw9	Homo sapiens 	4.4.1.5	
2okk	Homo sapiens 	4.1.1.15	
2okj	Homo sapiens 	4.1.1.15	
3ucd	Homo sapiens 	4.2.1.11	
3ucc	Homo sapiens 	4.2.1.11	
3m1w	Homo sapiens 	4.2.1.1	
3m1q	Homo sapiens 	4.2.1.1	
2ojw	Homo sapiens 	4.1.1.15	
3kon	Homo sapiens 	4.2.1.1	
1fn7	Homo sapiens 	4.2.99.18	
3kok	Homo sapiens 	4.2.1.1	
3m1k	Homo sapiens 	4.2.1.1	
3m1j	Homo sapiens 	4.2.1.1	
3koi	Homo sapiens 	4.2.1.1	
1k62	Homo sapiens 	4.3.2.1	
3fw3	Homo sapiens 	4.2.1.1	
1yqr	Homo sapiens 	4.2.99.18	
1yqm	Homo sapiens 	4.2.99.18	
1yql	Homo sapiens 	4.2.99.18	
1yqk	Homo sapiens 	4.2.99.18	
3cog	Homo sapiens 	4.4.1.1	
1lwy	Homo sapiens 	4.2.99.18	
1lww	Homo sapiens 	4.2.99.18	
1lwv	Homo sapiens 	4.2.99.18	
3hhd	Homo sapiens 	4.2.1.59	
3kne	Homo sapiens 	4.2.1.1	
2uui	Homo sapiens 	4.4.1.20	
2uuh	Homo sapiens 	4.4.1.20	
3m14	Homo sapiens 	4.2.1.1	
3p5l	Homo sapiens 	4.2.1.1	
3qyk	Homo sapiens 	4.2.1.1	
4iem	Homo sapiens 	4.2.99.18	
3p5a	Homo sapiens 	4.2.1.1	
3p4v	Homo sapiens 	4.2.1.1	
3m04	Homo sapiens 	4.2.1.1	
3hfp	Homo sapiens 	4.2.1.1	
1ccu	Homo sapiens 	4.2.1.1	
1cct	Homo sapiens 	4.2.1.1	
1ccs	Homo sapiens 	4.2.1.1	
4idr	Homo sapiens 	4.2.1.1	
3e04	Homo sapiens 	4.2.1.2	
1nhx	Homo sapiens 	4.1.1.32	
1aos	Homo sapiens 	4.3.2.1	
1lug	Homo sapiens 	4.2.1.1	
3kkx	Homo sapiens 	4.2.1.1	
3p58	Homo sapiens 	4.2.1.1	
3p55	Homo sapiens 	4.2.1.1	
3s9t	Homo sapiens 	4.2.1.1	
1ttm	Homo sapiens 	4.2.1.1	
2eu3	Homo sapiens 	4.2.1.1	
2eu2	Homo sapiens 	4.2.1.1	
3p3j	Homo sapiens 	4.2.1.1	
3p3h	Homo sapiens 	4.2.1.1	
2o4z	Homo sapiens 	4.2.1.1	
1yo2	Homo sapiens 	4.2.1.1	
1yo1	Homo sapiens 	4.2.1.1	
1yo0	Homo sapiens 	4.2.1.1	
3s8x	Homo sapiens 	4.2.1.1	
1qo5	Homo sapiens 	4.1.2.13	
2weo	Homo sapiens 	4.2.1.1	
1caz	Homo sapiens 	4.2.1.1	
3p44	Homo sapiens 	4.2.1.1	
1cay	Homo sapiens 	4.2.1.1	
2wej	Homo sapiens 	4.2.1.1	


