PDBID	SCIENTIFIC_ORGANISM	EC_NUMBER	
1y97	Homo sapiens 	3.1.11.2	
1y93	Homo sapiens 	3.4.24.65	
2xtj	Homo sapiens 	3.4.21	
1wun	Homo sapiens 	3.4.21.21	
3fmp	Homo sapiens 	3.6.4.13	
3fmo	Homo sapiens 	3.6.4.13	
2g27	Homo sapiens 	3.4.23.15	
3h11	Homo sapiens 	3.4.22.61	
2g26	Homo sapiens 	3.4.23.15	
1qic	Homo sapiens 	3.4.24.17	
2g24	Homo sapiens 	3.4.23.15	
1qib	Homo sapiens 	3.4.24.24	
1qia	Homo sapiens 	3.4.24.17	
2g22	Homo sapiens 	3.4.23.15	
2g21	Homo sapiens 	3.4.23.15	
2g20	Homo sapiens 	3.4.23.15	
2xsz	Homo sapiens 	3.6.4.12	
2rgu	Homo sapiens 	3.4.14.5	
2xsw	Homo sapiens 	3.1.3.36	
1qj7	Homo sapiens 	3.4.21.5	
3sfh	Homo sapiens 	3.5.1.98	
1f1j	Homo sapiens 	3.4.22.60	
2xu5	Homo sapiens 	3.4.22.15	
1doj	Homo sapiens 	3.4.21.5	
1qj6	Homo sapiens 	3.4.21.5	
2xss	Homo sapiens 	3.1.4.35	
2xu4	Homo sapiens 	3.4.22.15	
2xsq	Homo sapiens 	3.6.1.62	
3sff	Homo sapiens 	3.5.1.98	
2xu3	Homo sapiens 	3.4.22.15	
1qhr	Homo sapiens 	3.4.21.5	
2xu1	Homo sapiens 	3.4.22.15	
1wv7	Homo sapiens 	3.4.21.21	
3sfc	Homo sapiens 	3.4.23.15	
1qj1	Homo sapiens 	3.4.21.5	
1wtg	Homo sapiens 	3.4.21.21	
2kyt	Homo sapiens 	3.1.1.32	
2kyt	Homo sapiens 	3.1.1.4	
1f0s	Homo sapiens 	3.4.21.6	
1f0r	Homo sapiens 	3.4.21.6	
2rh1	Homo sapiens ,	3.2.1.17	
1f0j	Homo sapiens 	3.1.4.17	
3lxc	Homo sapiens 	3.2.1.22	
3lxb	Homo sapiens 	3.2.1.22	
3lxa	Homo sapiens 	3.2.1.22	
1wss	Homo sapiens 	3.4.21.21	
4gl2	Homo sapiens 	3.6.4.13	
3fkt	Homo sapiens 	3.4.23.46	
1wu1	Homo sapiens 	3.4.21.6	
2xri	Homo sapiens 	3.1	
3n9v	Homo sapiens 	3.1.3.36	
2xre	Homo sapiens 	3.4.22.68	
3ly5	Homo sapiens 	3.6.4.13	
2xrc	Homo sapiens 	3.4.21.45	
3sf8	Homo sapiens 	3.4	
3ly2	Homo sapiens 	3.1.4.17	
4gjd	Homo sapiens 	3.4.23.15	
4gjc	Homo sapiens 	3.4.23.15	
1dmt	Homo sapiens 	3.4.24.11	
4gjb	Homo sapiens 	3.4.23.15	
2g00	Homo sapiens 	3.4.21.6	
4gja	Homo sapiens 	3.4.23.15	
2rg3	Homo sapiens 	3.4.21.37	
2ren	Homo sapiens 	3.4.23.15	
1qh5	Homo sapiens 	3.1.2.6	
1qh3	Homo sapiens 	3.1.2.6	
2xqk	Homo sapiens 	3.1.1.8	
3fju	Homo sapiens 	3.4.17.1	
1qfk	Homo sapiens 	3.4.21.21	
2xqj	Homo sapiens 	3.1.1.8	
2xqi	Homo sapiens 	3.1.1.8	
3lx9	Homo sapiens 	3.2.1.22	
1wrm	Homo sapiens 	3.1.3.16	
1wrm	Homo sapiens 	3.1.3.48	
2xqg	Homo sapiens 	3.1.1.8	
2xqf	Homo sapiens 	3.1.1.8	
4gid	Homo sapiens 	3.4.23.46	
3se6	Homo sapiens 	3.4.11	
3n8i	Homo sapiens 	3.1.3.2	
3n8i	Homo sapiens 	3.1.3.48	
3scl	Homo sapiens 	3.4.17.23	
3sck	Homo sapiens 	3.4.17.23	
1jxq	Homo sapiens 	3.4.22.62	
3scj	Homo sapiens 	3.4.17.23	
3sci	Homo sapiens 	3.4.17.23	
4gj9	Homo sapiens 	3.4.23.15	
4gj8	Homo sapiens 	3.4.23.15	
1wqv	Homo sapiens 	3.4.21.21	
1jxk	Homo sapiens 	3.2.1.1	
1dle	Homo sapiens 	3.4.21.47	
1jxj	Homo sapiens 	3.2.1.1	
1wqr	Homo sapiens 	3.2.1.17	
1wqq	Homo sapiens 	3.2.1.17	
3fit	Homo sapiens 	3.6.1.29	
1wqp	Homo sapiens 	3.2.1.17	
1wqo	Homo sapiens 	3.2.1.17	
2xph	Homo sapiens 	3.4.22.68	
1wqn	Homo sapiens 	3.2.1.17	
1wqm	Homo sapiens 	3.2.1.17	
1y3k	Homo sapiens 	3.6.3.4	
1y3j	Homo sapiens 	3.6.3.4	
2z2d	Homo sapiens 	3.4.24.65	
3n7o	Homo sapiens 	3.4.21.39	
1l9x	Homo sapiens 	3.4.19.9	
2kvr	Homo sapiens 	3.4.19.12	
1dm4	Homo sapiens 	3.4.21.5	
2kx3	Homo sapiens 	3.1.3.16	
3luk	Homo sapiens 	3.1.26	
3luj	Homo sapiens 	3.1.26	
1jwt	Homo sapiens 	3.4.21.5	
3luh	Homo sapiens 	3.1.26	
3lug	Homo sapiens 	3.1.26	
1jwr	Homo sapiens 	3.2.1.17	
1qdu	Homo sapiens 	3.4.22.61	
3lud	Homo sapiens 	3.1.26	
3luc	Homo sapiens 	3.1.26	
3fht	Homo sapiens 	3.6.4.13	
1wr0	Homo sapiens 	3.6.4.6	
1y2k	Homo sapiens 	3.1.4.17	
1y2j	Homo sapiens 	3.1.4.17	
1y2h	Homo sapiens 	3.1.4.17	
1y2e	Homo sapiens 	3.1.4.17	
1y2d	Homo sapiens 	3.1.4.17	
1y2c	Homo sapiens 	3.1.4.17	
1y2b	Homo sapiens 	3.1.4.17	
3fhe	Homo sapiens 	3.3.2.6	
3fhc	Homo sapiens 	3.6.4.13	
2xns	Homo sapiens 	3.6.5.1	
1l8o	Homo sapiens 	3.1.3.3	
3sah	Homo sapiens 	3.1.13	
3sag	Homo sapiens 	3.1.13	
3saf	Homo sapiens 	3.1.13	
1l8l	Homo sapiens 	3.1.3.3	
4gh6	Homo sapiens 	3.1.4.35	
1l8k	Homo sapiens 	3.1.3.48	
1l8g	Homo sapiens 	3.1.3.48	
3lu9	Homo sapiens 	3.4.21.5	
2rba	Homo sapiens 	3.2.2.29	
3n5u	Homo sapiens 	3.1.3.16	
2z0e	Homo sapiens 	3.4.22	
2z0d	Homo sapiens 	3.4.22	
1woj	Homo sapiens 	3.1.4.37	
2z0b	Homo sapiens 	3.1.4.2	
3n5n	Homo sapiens 	3.2.2	
1dit	Homo sapiens 	3.4.21.5	
2kv2	Homo sapiens 	3.6.4.12	
3fga	Homo sapiens 	3.1.3.16	
1qbv	Homo sapiens 	3.4.21.5	
1dig	Homo sapiens 	3.5.4.9	
1dic	Homo sapiens 	3.4.21.46	
3fh8	Homo sapiens 	3.3.2.6	
1dib	Homo sapiens 	3.5.4.9	
3fh7	Homo sapiens 	3.3.2.6	
1dia	Homo sapiens 	3.5.4.9	
3fh5	Homo sapiens 	3.3.2.6	
2xmg	Homo sapiens 	3.1.1.8	
2ei8	Homo sapiens 	3.4.21.6	
2ei7	Homo sapiens 	3.4.21.6	
2ei6	Homo sapiens 	3.4.21.6	
2xmd	Homo sapiens 	3.1.1.8	
3lrr	Homo sapiens 	3.6.4.13	
2xmc	Homo sapiens 	3.1.1.8	
2xmb	Homo sapiens 	3.1.1.8	
3lrn	Homo sapiens 	3.6.4.13	
3n4l	Homo sapiens 	3.4.23.46	
3ffg	Homo sapiens 	3.4.21.6	
2kso	Homo sapiens 	3.1.3.86	
2rb4	Homo sapiens 	3.6.4.13	
3n4c	Homo sapiens sapiens	3.4.22.27	
4gdw	Homo sapiens 	3.4.19.5	
4gdw	Homo sapiens 	3.5.1.1	
4gdv	Homo sapiens 	3.4.19.5	
4gdv	Homo sapiens 	3.5.1.1	
4gdu	Homo sapiens 	3.4.19.5	
4gdu	Homo sapiens 	3.5.1.1	
4gdt	Homo sapiens 	3.4.19.5	
4gdt	Homo sapiens 	3.5.1.1	
1l6j	Homo sapiens 	3.4.24.35	
3n3z	Homo sapiens 	3.1.4.35	
3n57	Homo sapiens 	3.4.24.56	
830c	Homo sapiens 	3.4.24	
3n56	Homo sapiens 	3.4.24.56	
1di5	Homo sapiens 	3.2.1.17	
1di4	Homo sapiens 	3.2.1.17	
3n3k	Homo sapiens 	3.4.19.12	
1di3	Homo sapiens 	3.2.1.17	
3fee	Homo sapiens 	3.4.17.21	
3fed	Homo sapiens 	3.4.17.21	
3fec	Homo sapiens 	3.4.17.21	
3n3g	Homo sapiens 	3.4.22.27	
2ra3	Homo sapiens 	3.4.21.4	
2krj	Homo sapiens 	3.4.24.65	
2ra0	Homo sapiens 	3.4.21.6	
4ge6	Homo sapiens 	3.1.3.48	
4ge5	Homo sapiens 	3.1.3.48	
1qb0	Homo sapiens 	3.1.3.48	
4ge2	Homo sapiens 	3.1.3.48	
3n2z	Homo sapiens 	3.4.16.2	
1jsf	Homo sapiens 	3.2.1.17	
3n2v	Homo sapiens 	3.4.24.65	
3ff3	Homo sapiens 	3.4.17.21	
3n2u	Homo sapiens 	3.4.24.65	
1wlj	Homo sapiens 	3.1.13.1	
3lpp	Homo sapiens 	3.2.1.10	
3lpp	Homo sapiens 	3.2.1.48	
3lpo	Homo sapiens 	3.2.1.10	
3lpo	Homo sapiens 	3.2.1.48	
1l4z	Homo sapiens 	3.4.21.7	
3lpk	Homo sapiens 	3.4.23.46	
3lpj	Homo sapiens 	3.4.23.46	
3lpi	Homo sapiens 	3.4.23.46	
1dfp	Homo sapiens 	3.4.21.46	
2m3d	Homo sapiens 	3.6.4.13	
3fcx	Homo sapiens 	3.1.1.56	
3fcx	Homo sapiens 	3.1.2.12	
2edy	Homo sapiens 	3.1.3.48	
1l4d	Homo sapiens 	3.4.21.7	
2edx	Homo sapiens 	3.1.3.48	
3fe2	Homo sapiens 	3.6.4.13	
2xjf	Homo sapiens 	3.1.3.5	
2xje	Homo sapiens 	3.1.3.5	
2xjd	Homo sapiens 	3.1.3.5	
3fe0	Homo sapiens 	3.2.1.17	
2xjc	Homo sapiens 	3.1.3.5	
2xjb	Homo sapiens 	3.1.3.5	
3fcl	Homo sapiens 	3.2.2.27	
3fck	Homo sapiens 	3.2.2.27	
2kr6	Homo sapiens 	3.4.23	
1deu	Homo sapiens 	3.4.18.1	
2ef1	Homo sapiens 	3.2.2.5	
3fci	Homo sapiens 	3.2.2.27	
3fcf	Homo sapiens 	3.2.2.27	
4gaw	Homo sapiens 	3.4.21	
2xio	Homo sapiens 	3.1.21	
3a7s	Homo sapiens 	3.4.19.12	
3lny	Homo sapiens 	3.1.3.48	
3lnx	Homo sapiens 	3.1.3.48	
3lp7	Homo sapiens 	3.5.3.1	
3n0t	Homo sapiens 	3.4.14.2	
2koy	Homo sapiens 	3.6.3.4	
4gah	Homo sapiens 	3.1.2.2	
2ee5	Homo sapiens 	3.6.5.2	
3lp4	Homo sapiens 	3.5.3.1	
2ee4	Homo sapiens 	3.6.5.2	
3rzv	Homo sapiens 	3.4.19	
3rzu	Homo sapiens 	3.4.19	
2ee1	Homo sapiens 	3.6.4.12	
3lnk	Homo sapiens 	3.4.23.46	
3ygs	Homo sapiens 	3.4.22.62	
1ddj	Homo sapiens 	3.4.21.7	
3rze	Homo sapiens 	3.2.1.17	
3lmy	Homo sapiens 	3.2.1.52	
3lms	Homo sapiens 	3.4.17.20	
1dcy	Homo sapiens 	3.1.1.4	
1de7	Homo sapiens 	3.4.21.5	
3lmn	Homo sapiens 	3.4.19.12	
1jou	Homo sapiens 	3.4.21.5	
2kno	Homo sapiens 	3.1.3	
2qzl	Homo sapiens 	3.4.23.46	
2qzk	Homo sapiens 	3.4.23.46	
2knf	Homo sapiens 	3.4.21.7	
2kne	Homo sapiens BL21(DE3)	3.6.3.8	
1whm	Homo sapiens 	3.4.19.12	
2ec9	Homo sapiens 	3.4.21.21	
1whl	Homo sapiens 	3.4.19.12	
3a5k	Homo sapiens 	3.1.3.48	
3a5j	Homo sapiens 	3.1.3.48	
4b4c	Homo sapiens 	3.6.4.12	
2kmx	Homo sapiens 	3.6.3.4	
2kmv	Homo sapiens 	3.6.3.4	
3ln2	Homo sapiens 	3.2.1.17	
2kmu	Homo sapiens 	3.6.4.12	
3llm	Homo sapiens 	3.6.4.13	
1whb	Homo sapiens 	3.4.19.12	
2qyn	Homo sapiens 	3.1.4.17	
2qym	Homo sapiens 	3.1.4.17	
2qyl	Homo sapiens 	3.1.4.17	
2qyk	Homo sapiens 	3.1.4.17	
2xfk	Homo sapiens 	3.4.23.46	
2xfj	Homo sapiens 	3.4.23.46	
2xfi	Homo sapiens 	3.4.23.46	
4b3g	Homo sapiens 	3.6.4.12	
4b3g	Homo sapiens 	3.6.4.13	
4b3f	Homo sapiens 	3.6.4.12	
4b3f	Homo sapiens 	3.6.4.13	
2klz	Homo sapiens 	3.4.19.12	
2kn7	Homo sapiens 	3.1	
2eb1	Homo sapiens 	3.1.26.3	
1jmy	Homo sapiens 	3.1.1.13	
1jmy	Homo sapiens 	3.1.1.3	
2klq	Homo sapiens 	3.6.4.12	
2qz4	Homo sapiens 	3.4.24	
1dan	Homo sapiens 	3.4.21.21	
3t9l	Homo sapiens 	3.4.19.12	
1jmo	Homo sapiens 	3.4.21.5	
3lka	Homo sapiens 	3.4.24.65	
2qxj	Homo sapiens 	3.4.21.117	
1pyo	Homo sapiens 	3.4.22.55	
2qxi	Homo sapiens 	3.4.21.117	
1pyn	Homo sapiens 	3.1.3.48	
2qxh	Homo sapiens 	3.4.21.117	
2qxg	Homo sapiens 	3.4.21.117	
3ljz	Homo sapiens 	3.4.24	
2xej	Homo sapiens 	3.4.17.21	
2xei	Homo sapiens 	3.4.17.21	
1wh0	Homo sapiens 	3.4.19.12	
2xeg	Homo sapiens 	3.4.17.21	
3ll8	Homo sapiens 	3.1.3.16	
2xef	Homo sapiens 	3.4.17.21	
3ljt	Homo sapiens 	3.4.24	
2ea4	Homo sapiens 	3.4.11.18	
2ea2	Homo sapiens 	3.4.11.18	
1db5	Homo sapiens 	3.1.1.4	
1db4	Homo sapiens 	3.1.1.4	
3ljg	Homo sapiens 	3.4.24.65	
4b36	Homo sapiens 	3.1.27	
3rvi	Homo sapiens 	3.4.23.46	
2qy0	Homo sapiens 	3.4.21.41	
4b1j	Homo sapiens 	3.2.1.143	
4b1i	Homo sapiens 	3.2.1.143	
4b1h	Homo sapiens 	3.2.1.143	
3liw	Homo sapiens 	3.4.21.6	
4b1g	Homo sapiens 	3.2.1.143	
3lk8	Homo sapiens 	3.4.24.65	
1pxh	Homo sapiens 	3.1.3.48	
4b1e	Homo sapiens 	3.4.23.46	
4b1d	Homo sapiens 	3.4.23.46	
4b1c	Homo sapiens 	3.4.23.46	
3lir	Homo sapiens 	3.4.24.65	
3lil	Homo sapiens 	3.4.24.65	
3lik	Homo sapiens 	3.4.24.65	
3lii	Homo sapiens 	3.1.1.7	
2xcx	Homo sapiens 	3.1.3.5	
2xcw	Homo sapiens 	3.1.3.5	
2xcv	Homo sapiens 	3.1.3.5	
1wdy	Homo sapiens 	3.1.26	
4b0p	Homo sapiens 	3.1.1.8	
4b0o	Homo sapiens 	3.1.1.8	
1r9n	Homo sapiens 	3.4.14.5	
1r9m	Homo sapiens 	3.4.14.5	
1jkd	Homo sapiens 	3.2.1.17	
1jkc	Homo sapiens 	3.2.1.17	
3lj8	Homo sapiens 	3.1.3.16	
3lj8	Homo sapiens 	3.1.3.48	
1jkb	Homo sapiens 	3.2.1.17	
1jka	Homo sapiens 	3.2.1.17	
3a1j	Homo sapiens 	3.1.11.2	
2quz	Homo sapiens 	3.6.5.2	
3rtt	Homo sapiens 	3.4.24.65	
3rts	Homo sapiens 	3.4.24.65	
3lhm	Homo sapiens 	3.2.1.17	
1wda	Homo sapiens 	3.5.3.15	
3rtn	Homo sapiens 	3.4.23.46	
2xby	Homo sapiens 	3.4.21.6	
3rtm	Homo sapiens 	3.4.23.46	
2xbx	Homo sapiens 	3.4.21.6	
3lhg	Homo sapiens 	3.4.23.46	
2xbw	Homo sapiens 	3.4.21.6	
2xbv	Homo sapiens 	3.4.21.6	
3t6j	Homo sapiens 	3.4.14.4	
2kij	Homo sapiens 	3.6.3.4	
7pck	Homo sapiens 	3.4.22.38	
3rth	Homo sapiens 	3.4.23.46	
1wcy	Homo sapiens 	3.4.14.5	
3a29	Homo sapiens 	3.1.3.11	
3ezz	Homo sapiens 	3.1.3.16	
3ezz	Homo sapiens 	3.1.3.48	
4fyt	Homo sapiens 	3.4.11.2	
2kie	Homo sapiens 	3.1.3.36	
4fys	Homo sapiens 	3.4.11.2	
4fyr	Homo sapiens 	3.4.11.2	
3t6b	Homo sapiens 	3.4.14.4	
4fyq	Homo sapiens 	3.4.11.2	
3ezt	Homo sapiens 	3.5.1.98	
3ezp	Homo sapiens 	3.5.1.98	
3rsx	Homo sapiens 	3.4.23.46	
2khx	Homo sapiens 	3.1.26.3	
3rsv	Homo sapiens 	3.4.23.46	
1wch	Homo sapiens 	3.1.3.48	
3lgp	Homo sapiens 	3.4.24.86	
1jiz	Homo sapiens 	3.4.24.65	
2qtw	Homo sapiens 	3.4.21	
3ru1	Homo sapiens 	3.4.23.46	
1jk7	Homo sapiens 	3.1.3.16	
3lgg	Homo sapiens 	3.5.4.4	
2qv4	Homo sapiens 	3.2.1.1	
1jk3	Homo sapiens 	3.4.24.65	
2qv2	Homo sapiens 	3.1.3.36	
3lgd	Homo sapiens 	3.5.4.4	
4b05	Homo sapiens 	3.4.23.46	
2xc5	Homo sapiens 	3.4.21.6	
2xc4	Homo sapiens 	3.4.21.6	
1wd9	Homo sapiens 	3.5.3.15	
3t5f	Homo sapiens 	3.4.21.5	
1wd8	Homo sapiens 	3.5.3.15	
4b00	Homo sapiens 	3.4.23.46	
2xc0	Homo sapiens 	3.4.21.6	
4fxo	Homo sapiens 	3.4.22.59	
456c	Homo sapiens 	3.4.24	
2qtb	Homo sapiens 	3.4.14.5	
3lfv	Homo sapiens 	3.1.4.35	
4fxg	Homo sapiens 	3.4.21.104	
1wbg	Homo sapiens 	3.4.21.5	
1jj9	Homo sapiens 	3.4.24.34	
1pty	Homo sapiens 	3.1.3.48	
2qu3	Homo sapiens 	3.4.23.46	
1ptw	Homo sapiens 	3.1.4.17	
2qu2	Homo sapiens 	3.4.23.46	
1ptv	Homo sapiens 	3.1.3.48	
1ptu	Homo sapiens 	3.1.3.48	
1ptt	Homo sapiens 	3.1.3.48	
1way	Homo sapiens 	3.4.21.5	
1wax	Homo sapiens 	3.1.3.48	
1waw	Homo sapiens 	3.2.1.14	
2xb2	Homo sapiens 	3.6.4.13	
1war	Homo sapiens 	3.1.3.2	
1wao	Homo sapiens 	3.1.3.16	
1r6h	Homo sapiens 	3.1.3.48	
3exo	Homo sapiens 	3.4.23.46	
2dyn	Homo sapiens 	3.6.5.5	
2qt9	Homo sapiens 	3.4.14.5	
2qt7	Homo sapiens 	3.1.3.48	
3lea	Homo sapiens 	3.4.24.86	
4fvt	Homo sapiens 	3.5.1	
3rqd	Homo sapiens 	3.5.1.98	
1pso	Homo sapiens 	3.4.23.1	
1psn	Homo sapiens 	3.4.23.1	
3ews	Homo sapiens 	3.6.4.13	
3ldx	Homo sapiens 	3.4.21.5	
1wb0	Homo sapiens 	3.2.1.14	
1r5h	Homo sapiens 	3.4.11.18	
1r5g	Homo sapiens 	3.4.11.18	
3ewj	Homo sapiens 	3.4.24.86	
3ewf	Homo sapiens 	3.5.1.98	
3t2n	Homo sapiens 	3.4.21.106	
2kem	Homo sapiens 	3.5.4.14	
1jh1	Homo sapiens 	3.4.24.34	
3ex7	Homo sapiens 	3.6.4.13	
1r4l	Homo sapiens 	3.4.17.23	
3le9	Homo sapiens 	3.4.24.86	
4fuj	Homo sapiens 	3.4.21.73	
4fui	Homo sapiens 	3.4.21.73	
4fuh	Homo sapiens 	3.4.21.73	
4fug	Homo sapiens 	3.4.21.73	
4fuf	Homo sapiens 	3.4.21.73	
1cxw	Homo sapiens 	3.4.24.24	
4fue	Homo sapiens 	3.4.21.73	
4fud	Homo sapiens 	3.4.21.73	
2f9p	Homo sapiens 	3.4.21.59	
2dwp	Homo sapiens 	3.1.3.46	
4fuc	Homo sapiens 	3.4.21.73	
2f9o	Homo sapiens 	3.4.21.59	
2dwo	Homo sapiens 	3.1.3.46	
4fub	Homo sapiens 	3.4.21.73	
2f9n	Homo sapiens 	3.4.21.59	
2f9m	Homo sapiens 	3.6.5.2	
3roq	Homo sapiens 	3.2.2.5	
2f9l	Homo sapiens 	3.6.5.2	
3rop	Homo sapiens 	3.2.2.5	
3rom	Homo sapiens 	3.2.2.5	
3rok	Homo sapiens 	3.2.2.5	
1r58	Homo sapiens 	3.4.11.18	
1r55	Homo sapiens 	3.4.24	
1r54	Homo sapiens 	3.4.24	
2f9b	Homo sapiens 	3.4.21.21	
2qpj	Homo sapiens 	3.4.24.11	
3ew8	Homo sapiens 	3.5.1.98	
1cwt	Homo sapiens 	3.1.3.48	
1cws	Homo sapiens 	3.1.3.48	
1cwr	Homo sapiens 	3.1.3.48	
3t0o	Homo sapiens 	3.1.27.1	
1jf7	Homo sapiens 	3.1.3.48	
2qq2	Homo sapiens 	3.1.2.2	
1r47	Homo sapiens 	3.2.1.22	
4fu9	Homo sapiens 	3.4.21.73	
1r46	Homo sapiens 	3.2.1.22	
4fu8	Homo sapiens 	3.4.21.73	
4fu7	Homo sapiens 	3.4.21.73	
3g6z	Homo sapiens 	3.4.23.15	
1r42	Homo sapiens 	3.4.17.23	
2qoe	Homo sapiens 	3.4.14.5	
4fsl	Homo sapiens 	3.4.23.46	
1ppg	Homo sapiens 	3.4.21.37	
1ppf	Homo sapiens 	3.4.21.37	
3lc5	Homo sapiens 	3.4.21.22	
2dw5	Homo sapiens 	3.5.3.15	
3lc3	Homo sapiens 	3.4.21.22	
4fse	Homo sapiens 	3.4.23.46	
1cvw	Homo sapiens 	3.4.21.21	
1ppb	Homo sapiens 	3.4.21.5	
2f90	Homo sapiens 	3.1.3.13	
2qp8	Homo sapiens 	3.4.23.46	
3rmo	Homo sapiens 	3.4.21.5	
2kbo	Homo sapiens 	3.5.4.14	
3rmn	Homo sapiens 	3.4.21.5	
3rmm	Homo sapiens 	3.4.21.5	
3rml	Homo sapiens 	3.4.21.5	
1cvi	Homo sapiens 	3.1.3.2	
1cvi	Homo sapiens 	3.1.3.5	
1pq3	Homo sapiens 	3.5.3.1	
3rme	Homo sapiens 	3.2.1.14	
4frs	Homo sapiens 	3.4.23.46	
2f6z	Homo sapiens 	3.1.3.48	
1r1j	Homo sapiens 	3.4.24.11	
2f6y	Homo sapiens 	3.1.3.48	
1r1i	Homo sapiens 	3.4.24.11	
1r1h	Homo sapiens 	3.4.24.11	
4frk	Homo sapiens 	3.4.23.46	
2f6w	Homo sapiens 	3.1.3.48	
3g5p	Homo sapiens 	3.5.1.88	
4frj	Homo sapiens 	3.4.23.46	
3g72	Homo sapiens 	3.4.23.15	
2f6v	Homo sapiens 	3.1.3.48	
4fri	Homo sapiens 	3.4.23.46	
3rly	Homo sapiens 	3.4.21.5	
3g70	Homo sapiens 	3.4.23.15	
1poe	Homo sapiens 	3.1.1.4	
2f6t	Homo sapiens 	3.1.3.48	
3eu0	Homo sapiens 	3.1.3.48	
3rlw	Homo sapiens 	3.4.21.5	
1pod	Homo sapiens 	3.1.1.4	
4h4f	Homo sapiens 	3.4.21.2	
3g5k	Homo sapiens 	3.5.1.88	
2f83	Homo sapiens 	3.4.21.27	
4skn	Homo sapiens 	3.2.2.27	
4h4b	Homo sapiens 	3.1.3.5	
1jbu	Homo sapiens 	3.4.21.21	
2f6f	Homo sapiens 	3.1.3.48	
2qmk	Homo sapiens 	3.2.1.1	
2qmj	Homo sapiens 	3.2.1.20	
2qmj	Homo sapiens 	3.2.1.3	
4fs4	Homo sapiens 	3.4.23.46	
2qmg	Homo sapiens 	3.4.23.46	
2qmf	Homo sapiens 	3.4.23.46	
1vzq	Homo sapiens 	3.4.21.5	
2wyj	Homo sapiens 	3.4.21.6	
2qmd	Homo sapiens 	3.4.23.46	
3g65	Homo sapiens 	3.1.11.2	
2wyg	Homo sapiens 	3.4.21.6	
4h3k	Homo sapiens 	3.1.3.16	
4h3j	Homo sapiens 	3.4.23.46	
4h3i	Homo sapiens 	3.4.23.46	
4h3h	Homo sapiens 	3.1.3.16	
4h3g	Homo sapiens 	3.4.23.46	
3rm9	Homo sapiens 	3.2.1.14	
4h3f	Homo sapiens 	3.4.23.46	
3g4l	Homo sapiens 	3.1.4.17	
3rm8	Homo sapiens 	3.2.1.14	
3g4k	Homo sapiens 	3.1.4.17	
2f71	Homo sapiens 	3.1.3.48	
2qly	Homo sapiens 	3.2.1.20	
2qly	Homo sapiens 	3.2.1.3	
3g4i	Homo sapiens 	3.1.4.17	
2f70	Homo sapiens 	3.1.3.48	
2kb5	Homo sapiens 	3.1.27	
3g4h	Homo sapiens 	3.1.1.17	
3rm4	Homo sapiens 	3.2.1.14	
3g4g	Homo sapiens 	3.1.4.17	
3rm2	Homo sapiens 	3.4.21.5	
3g4e	Homo sapiens 	3.1.1.17	
3rm0	Homo sapiens 	3.4.21.5	
3erb	Homo sapiens 	3.4.21.43	
1jaq	Homo sapiens 	3.4.24.34	
1jap	Homo sapiens 	3.4.24.34	
2dsd	Homo sapiens 	3.6.1.13	
2dsd	Homo sapiens 	3.6.1.58	
1jao	Homo sapiens 	3.4.24.34	
2dsc	Homo sapiens 	3.6.1.13	
2dsc	Homo sapiens 	3.6.1.58	
1jan	Homo sapiens 	3.4.24.34	
2dsb	Homo sapiens 	3.6.1.13	
2dsb	Homo sapiens 	3.6.1.58	
2qlj	Homo sapiens 	3.4.22.60	
3g58	Homo sapiens 	3.1.4.17	
2qlf	Homo sapiens 	3.4.22.60	
1pml	Homo sapiens 	3.4.21.68	
3eqt	Homo sapiens 	3.6.4.13	
1pmk	Homo sapiens 	3.4.21.7	
2qlb	Homo sapiens 	3.4.22.60	
4h2i	Homo sapiens 	3.1.3.5	
3g3n	Homo sapiens 	3.1.4.17	
4h2g	Homo sapiens 	3.1.3.5	
1vyh	Homo sapiens 	3.1.1.47	
4h2f	Homo sapiens 	3.1.3.5	
2f61	Homo sapiens 	3.2.1.45	
2qky	Homo sapiens 	3.4.14.5	
4h2b	Homo sapiens 	3.1.3.5	
3rjo	Homo sapiens 	3.4.11	
2wwy	Homo sapiens 	3.6.4.12	
3rjm	Homo sapiens 	3.4.22.55	
4h1y	Homo sapiens 	3.1.3.5	
2qkk	Homo sapiens 	3.1.26.4	
4h1s	Homo sapiens 	3.1.3.5	
1csb	Homo sapiens 	3.4.22.1	
2dqz	Homo sapiens 	3.1.1.1	
2dqz	Homo sapiens 	3.1.1.56	
2dqy	Homo sapiens 	3.1.1.1	
2dqy	Homo sapiens 	3.1.1.56	
3g45	Homo sapiens 	3.1.4.17	
2qkb	Homo sapiens 	3.1.26.4	
3g42	Homo sapiens 	3.4.24.86	
3riy	Homo sapiens 	3.5.1	
4h1e	Homo sapiens Bl21(de3)	3.4.23.46	
3ris	Homo sapiens 	3.4.19.12	
2ql9	Homo sapiens 	3.4.22.60	
2ql7	Homo sapiens 	3.4.22.60	
2ql5	Homo sapiens 	3.4.22.60	
1pkx	Homo sapiens 	3.5.4.10	
2qjr	Homo sapiens 	3.4.14.5	
3ril	Homo sapiens 	3.2.1.45	
3rik	Homo sapiens 	3.2.1.45	
2f3f	Homo sapiens 	3.4.23.46	
2f3e	Homo sapiens 	3.4.23.46	
3rii	Homo sapiens 	3.4.19.12	
3rig	Homo sapiens 	3.5.1	
1pkr	Homo sapiens 	3.4.21.7	
2dpx	Homo sapiens 	3.6.5.2	
3eq0	Homo sapiens 	3.4.21.5	
