PDBID	SCIENTIFIC_ORGANISM	EC_NUMBER	
3h1v	Homo sapiens 	2.7.1.2	
4abk	Homo sapiens 	2.4.2.30	
4i22	Homo sapiens 	2.7.10.1	
1qkl	Homo sapiens 	2.7.7.6	
4i21	Homo sapiens 	2.7.10.1	
4i20	Homo sapiens 	2.7.10.1	
3h30	Homo sapiens 	2.7.11.1	
2xvd	Homo sapiens 	2.7.10.1	
2z8c	Homo sapiens 	2.7.10.1	
4gng	Homo sapiens 	2.1.1.43	
4gnf	Homo sapiens 	2.1.1.43	
4gne	Homo sapiens 	2.1.1.43	
2riz	Homo sapiens 	2.4.1.37	
2riz	Homo sapiens 	2.4.1.40	
4gnd	Homo sapiens 	2.1.1.43	
2riy	Homo sapiens 	2.4.1.37	
2riy	Homo sapiens 	2.4.1.40	
2rix	Homo sapiens 	2.4.1.37	
2rix	Homo sapiens 	2.4.1.40	
1wwc	Homo sapiens 	2.7.10.1	
1wwb	Homo sapiens 	2.7.10.1	
1wwa	Homo sapiens 	2.7.10.1	
2rit	Homo sapiens 	2.4.1.37	
2rit	Homo sapiens 	2.4.1.40	
2g2i	Homo sapiens 	2.7.10.2	
2g2h	Homo sapiens 	2.7.10.2	
1f3m	Homo sapiens 	2.7.11.1	
2riq	Homo sapiens 	2.4.2.30	
2xuu	Homo sapiens 	2.7.11.1	
2g2f	Homo sapiens 	2.7.10.2	
1wvz	Homo sapiens 	2.7.10.1	
1y8y	Homo sapiens 	2.7.11.22	
2z7s	Homo sapiens 	2.7.11.1	
1wvy	Homo sapiens 	2.7.11.1	
2z7r	Homo sapiens 	2.7.11.1	
1wvx	Homo sapiens 	2.7.11.1	
2z7q	Homo sapiens 	2.7.11.1	
1wvw	Homo sapiens 	2.7.11.1	
3she	Homo sapiens 	2.7.11.1	
3h0z	Homo sapiens 	2.7.11.1	
3h0y	Homo sapiens 	2.7.11.1	
1y8p	Homo sapiens 	2.3.1.12	
1y8p	Homo sapiens 	2.7.11.2	
1wvo	Homo sapiens 	2.5.1.56	
1wvo	Homo sapiens 	2.5.1.57	
1y8o	Homo sapiens 	2.3.1.12	
1y8o	Homo sapiens 	2.7.11.2	
1y8n	Homo sapiens 	2.3.1.12	
1y8n	Homo sapiens 	2.7.11.2	
4aac	Homo sapiens 	2.7.11.24	
2g1t	Homo sapiens 	2.7.10.2	
3si8	Homo sapiens chemically synthesized	2.7.7.7	
4aaa	Homo sapiens 	2.7.11.22	
3si5	Homo sapiens 	2.7.11.1	
3h0i	Homo sapiens 	2.7.10.2	
3h0h	Homo sapiens 	2.7.10.2	
2rj9	Homo sapiens 	2.4.1.37	
2rj9	Homo sapiens 	2.4.1.40	
2rj8	Homo sapiens 	2.4.1.37	
2rj8	Homo sapiens 	2.4.1.40	
3h0f	Homo sapiens 	2.7.10.2	
2rj7	Homo sapiens 	2.4.1.37	
2rj7	Homo sapiens 	2.4.1.40	
2rj6	Homo sapiens 	2.4.1.37	
2rj6	Homo sapiens 	2.4.1.40	
3si0	Homo sapiens 	2.3.2.5	
2rj5	Homo sapiens 	2.4.1.37	
2rj5	Homo sapiens 	2.4.1.40	
2rj4	Homo sapiens 	2.4.1.37	
2rj4	Homo sapiens 	2.4.1.40	
2rj1	Homo sapiens 	2.4.1.37	
2rj1	Homo sapiens 	2.4.1.40	
2rj0	Homo sapiens 	2.4.1.37	
2rj0	Homo sapiens 	2.4.1.40	
2eoc	Homo sapiens 	2.4.2.30	
3lzb	Homo sapiens 	2.7.10.1	
1wuu	Homo sapiens 	2.7.1.6	
1qk1	Homo sapiens BL21(DE3)PLYSS	2.7.3.2	
2enz	Homo sapiens 	2.7.11.13	
1y91	Homo sapiens 	2.7.11.22	
2eny	Homo sapiens 	2.7.11.1	
1wum	Homo sapiens 	2.3.1.48	
3fmn	Homo sapiens 	2.7.11.24	
3h10	Homo sapiens 	2.7.11.1	
3fmm	Homo sapiens 	2.7.11.24	
3fml	Homo sapiens 	2.7.11.24	
3fmk	Homo sapiens 	2.7.11.24	
1wug	Homo sapiens 	2.3.1.48	
2enq	Homo sapiens 	2.7.1.153	
2enq	Homo sapiens 	2.7.11.1	
3fmj	Homo sapiens 	2.7.11.24	
3fmh	Homo sapiens 	2.7.11.24	
2enn	Homo sapiens 	2.7.11.13	
3fme	Homo sapiens 	2.7.12.2	
2enj	Homo sapiens 	2.7.11.13	
3fmd	Homo sapiens 	2.7.11.1	
2rgp	Homo sapiens human strains undefined	2.7.10.1	
4aa5	Homo sapiens 	2.7.11.24	
4aa4	Homo sapiens 	2.7.11.24	
3flz	Homo sapiens 	2.7.11.24	
4aa0	Homo sapiens 	2.7.11.24	
3fly	Homo sapiens 	2.7.11.24	
3flw	Homo sapiens 	2.7.11.24	
3fls	Homo sapiens 	2.7.11.24	
3flq	Homo sapiens 	2.7.11.24	
2z5f	Homo sapiens 	2.8.2	
3fln	Homo sapiens 	2.7.11.24	
2g15	Homo sapiens 	2.7.10.1	
3lxp	Homo sapiens 	2.7.10.2	
1qha	Homo sapiens 	2.7.1.1	
2kyu	Homo sapiens 	2.1.1.43	
2eo1	Homo sapiens 	2.7.11.1	
3lxn	Homo sapiens 	2.7.10.2	
3flg	Homo sapiens 	2.1.1.37	
3lxl	Homo sapiens 	2.7.10.2	
4gka	Homo sapiens 	2.4.2.1	
1y6b	Homo sapiens 	2.7.10.1	
3lxk	Homo sapiens 	2.7.10.2	
1y6a	Homo sapiens 	2.7.10.1	
2rfs	Homo sapiens 	2.7.10.1	
2xrw	Homo sapiens 	2.7.11.24	
2kyl	Homo sapiens 	2.7.11.1	
1f0m	Homo sapiens 	2.7.10.1	
2xru	Homo sapiens 	2.7.11.1	
1wsz	Homo sapiens 	2.4.1.37	
1wsz	Homo sapiens 	2.4.1.40	
2rfn	Homo sapiens 	2.7.10.1	
1wsv	Homo sapiens 	2.1.2.10	
2rfi	Homo sapiens 	2.1.1.43	
1wsr	Homo sapiens 	2.1.2.10	
2rfe	Homo sapiens 	2.7.10.1	
2rfd	Homo sapiens 	2.7.10.1	
2xrf	Homo sapiens 	2.4.2.3	
2z4f	Homo sapiens 	2.7.10.1	
3fko	Homo sapiens 	2.7.11.24	
3ly6	Homo sapiens 	2.3.2.13	
3fkn	Homo sapiens 	2.7.11.24	
3fkl	Homo sapiens 	2.7.11.24	
2g01	Homo sapiens 	2.7.11.24	
1f13	Homo sapiens 	2.3.2.13	
3n9j	Homo sapiens 	2.5.1.18	
2rg6	Homo sapiens 	2.7.11.24	
2rg5	Homo sapiens 	2.7.11.24	
2eli	Homo sapiens 	2.7.11.13	
2reo	Homo sapiens 	2.8.2.2	
2xs0	Homo sapiens 	2.7.11.24	
1wt6	Homo sapiens 	2.7.11.1	
2rei	Homo sapiens 	2.7.10.1	
4gk4	Homo sapiens 	2.7.10.1	
4gk3	Homo sapiens 	2.7.10.1	
22gs	Homo sapiens 	2.5.1.18	
4gk2	Homo sapiens 	2.7.10.1	
1wt3	Homo sapiens 	2.4.1.37	
1wt3	Homo sapiens 	2.4.1.40	
3fl7	Homo sapiens 	2.7.10.1	
1wt2	Homo sapiens 	2.4.1.37	
1wt2	Homo sapiens 	2.4.1.40	
1wt1	Homo sapiens 	2.4.1.37	
1wt1	Homo sapiens 	2.4.1.40	
2red	Homo sapiens 	2.7.1.154	
3fl4	Homo sapiens 	2.7.11.24	
1wt0	Homo sapiens 	2.4.1.37	
1wt0	Homo sapiens 	2.4.1.40	
2ekx	Homo sapiens 	2.7.10.2	
2rea	Homo sapiens 	2.7.1.154	
3lvp	Homo sapiens 	2.7.10.1	
2eko	Homo sapiens 	2.3.1.48	
1f05	Homo sapiens 	2.2.1.2	
2rf9	Homo sapiens 	2.7.10.1	
3se2	Homo sapiens 	2.4.2.30	
1jxv	Homo sapiens 	2.7.4.6	
2rf5	Homo sapiens 	2.4.2.30	
2z2w	Homo sapiens 	2.7.10.2	
2rf0	Homo sapiens 	2.7.11.25	
2kwf	Homo sapiens 	2.3.1.48	
1wqu	Homo sapiens 	2.7.10.2	
1y57	Homo sapiens 	2.7.10.2	
11gs	Homo sapiens 	2.5.1.18	
2rda	Homo sapiens 	2.1.1.45	
7jdw	Homo sapiens BL(21)DE3PLYSS	2.1.4.1	
3lw0	Homo sapiens 	2.7.10.1	
3sd5	Homo sapiens 	2.7.1.153	
3sd5	Homo sapiens 	2.7.11.1	
2rcw	Homo sapiens 	2.4.2.30	
1dm2	Homo sapiens 	2.7.11.22	
3sd0	Homo sapiens 	2.7.11.1	
3sd0	Homo sapiens 	2.7.11.26	
1qf8	Homo sapiens 	2.7.1.37	
1jwo	Homo sapiens 	2.7.10.2	
1l9n	Homo sapiens 	2.3.2.13	
1l9m	Homo sapiens 	2.3.2.13	
3fhy	Homo sapiens 	2.7.1.35	
3fhx	Homo sapiens 	2.7.1.35	
1jwh	Homo sapiens 	2.7.11.1	
3fhr	Homo sapiens 	2.7.11.1	
3say	Homo sapiens 	2.7.11.1	
3say	Homo sapiens 	2.7.11.26	
3n85	Homo sapiens 	2.7.10.1	
1djs	Homo sapiens 	2.7.10.1	
2kuq	Homo sapiens 	2.7.10.1	
2rd8	Homo sapiens 	2.1.1.45	
3n6k	Homo sapiens 	2.5.1.1	
3n6k	Homo sapiens 	2.5.1.10	
3sc1	Homo sapiens 	2.7.11.1	
2rd6	Homo sapiens 	2.4.2.30	
3fhb	Homo sapiens 	2.4.2.30	
2kul	Homo sapiens 	2.7.11.1	
1jvp	Homo sapiens 	2.7.11.22	
2rd0	Homo sapiens 	2.7.1.153	
2rd0	Homo sapiens 	2.7.11.1	
2xnp	Homo sapiens 	2.7.11.1	
2xp2	Homo sapiens 	2.7.10.1	
2z0p	Homo sapiens 	2.7.10.2	
2xno	Homo sapiens 	2.7.11.1	
2xnn	Homo sapiens 	2.7.11.1	
2xnm	Homo sapiens 	2.7.11.1	
2rbh	Homo sapiens 	2.3.2.4	
4gh2	Homo sapiens human	2.7.11.1	
1jvg	Homo sapiens 	2.7.7.23	
1jvg	Homo sapiens 	2.7.7.83	
3fgu	Homo sapiens 	2.7.1.2	
1jvd	Homo sapiens 	2.7.7.23	
1jvd	Homo sapiens 	2.7.7.83	
3fi4	Homo sapiens 	2.7.11.24	
3fi3	Homo sapiens 	2.7.11.24	
2xng	Homo sapiens 	2.7.11.1	
3fi2	Homo sapiens 	2.7.11.24	
2xne	Homo sapiens 	2.7.11.1	
1qcf	Homo sapiens 	2.7.10.2	
1wok	Homo sapiens 	2.4.2.30	
2kty	Homo sapiens 	2.7.11.1	
2xnb	Homo sapiens 	2.7.11.22	
1l7x	Homo sapiens 	2.4.1.1	
3n5j	Homo sapiens 	2.5.1.1	
3n5j	Homo sapiens 	2.5.1.10	
2xmy	Homo sapiens 	2.7.11.22	
3n5h	Homo sapiens 	2.5.1.1	
3n5h	Homo sapiens 	2.5.1.10	
2rc4	Homo sapiens 	2.3.1.48	
3n5g	Homo sapiens 	2.1.1.45	
3n5e	Homo sapiens 	2.1.1.45	
4gg7	Homo sapiens 	2.7.10.1	
2ktf	Homo sapiens 	2.7.7.7	
4gg5	Homo sapiens 	2.7.10.1	
1juj	Homo sapiens 	2.1.1.45	
2rah	Homo sapiens 	2.5.1.1	
2rah	Homo sapiens 	2.5.1.10	
2ku7	Homo sapiens 	2.1.1.43	
1dhs	Homo sapiens 	2.5.1.46	
3sa0	Homo sapiens 	2.7.11.24	
2kso	Homo sapiens 	2.7.10.1	
1jv3	Homo sapiens 	2.7.7.23	
1jv3	Homo sapiens 	2.7.7.83	
4gdy	Homo sapiens 	2.6.1.39	
4gdy	Homo sapiens 	2.6.1.7	
1jv1	Homo sapiens 	2.7.7.23	
1jv1	Homo sapiens 	2.7.7.83	
5hck	Homo sapiens 	2.7.10.2	
3ls8	Homo sapiens 	2.7.1.137	
4b9d	Homo sapiens 	2.7.11.1	
1wmk	Homo sapiens 	2.7.11.1	
1wmh	Homo sapiens 	2.7.11.13	
1di9	Homo sapiens 	2.7.11.24	
1di8	Homo sapiens 	2.7.11.22	
3feg	Homo sapiens 	2.7.1.32	
3feg	Homo sapiens 	2.7.1.82	
3n3l	Homo sapiens 	2.5.1.1	
3n3l	Homo sapiens 	2.5.1.10	
1jsv	Homo sapiens 	2.7.11.22	
3lqj	Homo sapiens 	2.1.1.43	
1jsu	Homo sapiens 	2.7.11.22	
3lqi	Homo sapiens 	2.1.1.43	
1jst	Homo sapiens 	2.7.11.22	
1ju6	Homo sapiens 	2.1.1.45	
3lqh	Homo sapiens 	2.1.1.43	
2xm9	Homo sapiens 	2.7.11.1	
1l5s	Homo sapiens 	2.4.1.1	
1ju5	Homo sapiens 	2.7.10.2	
2xm8	Homo sapiens 	2.7.11.1	
1l5r	Homo sapiens 	2.4.1.1	
1l5q	Homo sapiens 	2.4.1.1	
1dgk	Homo sapiens 	2.7.1.1	
1jsp	Homo sapiens 	2.3.1.48	
4ge9	Homo sapiens 	2.6.1.39	
4ge9	Homo sapiens 	2.6.1.7	
4ge7	Homo sapiens 	2.6.1.39	
4ge7	Homo sapiens 	2.6.1.7	
4ge4	Homo sapiens 	2.6.1.39	
4ge4	Homo sapiens 	2.6.1.7	
3lpw	Homo sapiens 	2.7.11.1	
3n49	Homo sapiens 	2.5.1.1	
3n49	Homo sapiens 	2.5.1.10	
4gcj	Homo sapiens 	2.7.11.22	
2xkf	Homo sapiens 	2.7.11.1	
2xke	Homo sapiens 	2.7.11.1	
3n46	Homo sapiens 	2.5.1.1	
3n46	Homo sapiens 	2.5.1.10	
3fdn	Homo sapiens 	2.7.11.1	
2xkd	Homo sapiens 	2.7.11.1	
3n45	Homo sapiens 	2.5.1.1	
3n45	Homo sapiens 	2.5.1.10	
2xkc	Homo sapiens 	2.7.11.1	
2ks1	Homo sapiens 	2.7.10.1	
4b99	Homo sapiens 	2.7.11.24	
4b7t	Homo sapiens 	2.7.11.1	
4b7t	Homo sapiens 	2.7.11.26	
3a8x	Homo sapiens 	2.7.11.13	
3a8w	Homo sapiens 	2.7.11.13	
3lpb	Homo sapiens 	2.7.10.2	
2kqf	Homo sapiens 	2.7.11.1	
3n1w	Homo sapiens 	2.5.1.1	
3n1w	Homo sapiens 	2.5.1.10	
3fe3	Homo sapiens 	2.7.11.1	
2edw	Homo sapiens 	2.7.11.1	
3n1v	Homo sapiens 	2.5.1.1	
3n1v	Homo sapiens 	2.5.1.10	
3lq8	Homo sapiens 	2.7.10.1	
3lq5	Homo sapiens 	2.7.11.22	
3lq5	Homo sapiens 	2.7.11.23	
2edt	Homo sapiens 	2.7.11.1	
2edr	Homo sapiens 	2.7.11.1	
3lq3	Homo sapiens 	2.7.1.32	
3lq3	Homo sapiens 	2.7.1.82	
2edq	Homo sapiens 	2.7.11.1	
2edl	Homo sapiens 	2.7.11.1	
2xiz	Homo sapiens 	2.7.11.1	
2xiy	Homo sapiens 	2.7.11.1	
2xix	Homo sapiens 	2.7.11.1	
3loh	Homo sapiens 	2.7.10.1	
2xk9	Homo sapiens 	2.7.11.1	
2edh	Homo sapiens 	2.7.11.1	
2xk8	Homo sapiens 	2.7.11.1	
2xk7	Homo sapiens 	2.7.11.1	
2edf	Homo sapiens 	2.7.11.1	
2xk6	Homo sapiens 	2.7.11.1	
3a99	Homo sapiens 	2.7.11.1	
2xk4	Homo sapiens 	2.7.11.1	
2xk3	Homo sapiens 	2.7.11.1	
1wl5	Homo sapiens 	2.3.1.9	
1jqh	Homo sapiens 	2.7.10.1	
1wl4	Homo sapiens 	2.3.1.9	
2xik	Homo sapiens 	2.7.11.1	
3fd6	Homo sapiens 	2.7.9.3	
3fd5	Homo sapiens 	2.7.9.3	
1jqe	Homo sapiens 	2.1.1.8	
1l3e	Homo sapiens 	2.3.1.48	
1jqd	Homo sapiens 	2.1.1.8	
3a7j	Homo sapiens 	2.7.11.1	
3a7i	Homo sapiens 	2.7.11.1	
3a7h	Homo sapiens 	2.7.11.1	
3a7g	Homo sapiens 	2.7.11.1	
3a7f	Homo sapiens 	2.7.11.1	
3a7e	Homo sapiens 	2.1.1.6	
2ecd	Homo sapiens 	2.7.10.2	
4gb9	Homo sapiens 	2.7.1.153	
4gb9	Homo sapiens 	2.7.11.1	
4b5p	Homo sapiens 	2.3.1.108	
2xj2	Homo sapiens 	2.7.11.1	
4b5o	Homo sapiens 	2.3.1.108	
2xj1	Homo sapiens 	2.7.11.1	
2xj0	Homo sapiens 	2.7.11.1	
3rzb	Homo sapiens 	2.7.11.22	
2ebw	Homo sapiens 	2.7.7	
3fc2	Homo sapiens 	2.7.11.21	
3fap	Homo sapiens 	2.7.11.1	
3fc1	Homo sapiens 	2.7.11.24	
1jow	Homo sapiens 	2.7.11.22	
2m20	Homo sapiens 	2.7.10.1	
3lmg	Homo sapiens 	2.7.10.1	
3faa	Homo sapiens 	2.7.11.30	
3rye	Homo sapiens 	2.5.1.1	
3rye	Homo sapiens 	2.5.1.10	
2eaw	Homo sapiens 	2.4.2.10	
2ec8	Homo sapiens 	2.7.10.1	
3llr	Homo sapiens 	2.1.1.37	
2eao	Homo sapiens 	2.7.10.1	
2xh5	Homo sapiens 	2.7.11.1	
1jnk	Homo sapiens 	2.7.11.24	
2xh1	Homo sapiens 	2.6.1.39	
2xh1	Homo sapiens 	2.6.1.7	
3a62	Homo sapiens 	2.7.11.1	
3a4p	Homo sapiens 	2.7.10.1	
3a61	Homo sapiens 	2.7.11.1	
3a4o	Homo sapiens 	2.7.10.2	
3a60	Homo sapiens 	2.7.11.1	
3lm5	Homo sapiens 	2.7.11.1	
2eb3	Homo sapiens 	2.7.10.1	
2eb2	Homo sapiens 	2.7.10.1	
3t9t	Homo sapiens 	2.7.10.2	
3lm0	Homo sapiens 	2.7.11.1	
3rwq	Homo sapiens 	2.7.11.1	
3rwp	Homo sapiens 	2.7.11.1	
2xez	Homo sapiens 	2.7.11.1	
2xey	Homo sapiens 	2.7.11.1	
1pyx	Homo sapiens 	2.7.11.1	
1pyx	Homo sapiens 	2.7.11.26	
3t9i	Homo sapiens 	2.7.11.1	
3t9f	Homo sapiens 	2.7.4.21	
3t9f	Homo sapiens 	2.7.4.24	
3t9e	Homo sapiens 	2.7.4.21	
3t9e	Homo sapiens 	2.7.4.24	
3t9d	Homo sapiens 	2.7.4.21	
3t9d	Homo sapiens 	2.7.4.24	
3t9c	Homo sapiens 	2.7.4.21	
3t9c	Homo sapiens 	2.7.4.24	
3t9b	Homo sapiens 	2.7.4.21	
3t9b	Homo sapiens 	2.7.4.24	
3t9a	Homo sapiens 	2.7.4.21	
3t9a	Homo sapiens 	2.7.4.24	
3ll6	Homo sapiens 	2.7.11.1	
4b2d	Homo sapiens 	2.7.1.40	
1pye	Homo sapiens 	2.7.11.22	
3ljr	Homo sapiens 	2.5.1.18	
1wfc	Homo sapiens 	2.7.11.24	
3t8m	Homo sapiens 	2.7.1.153	
3t8m	Homo sapiens 	2.7.11.1	
3rvg	Homo sapiens 	2.7.10.2	
2kkf	Homo sapiens 	2.1.1.43	
1pxp	Homo sapiens 	2.7.11.22	
1pxo	Homo sapiens 	2.7.11.22	
2xf0	Homo sapiens 	2.7.11.1	
1jlj	Homo sapiens 	2.10.1.1	
1jlj	Homo sapiens 	2.7.7.75	
1pxn	Homo sapiens 	2.7.11.22	
1pxm	Homo sapiens 	2.7.11.22	
1pxl	Homo sapiens 	2.7.11.22	
1pxk	Homo sapiens 	2.7.11.22	
1pxj	Homo sapiens 	2.7.11.22	
3lk9	Homo sapiens 	2.7.7.7	
1pxi	Homo sapiens 	2.7.11.22	
3t99	Homo sapiens 	2.7.4.21	
3t99	Homo sapiens 	2.7.4.24	
3rw9	Homo sapiens 	2.5.1.16	
17gs	Homo sapiens 	2.5.1.18	
3a2c	Homo sapiens 	2.7.11.1	
3t92	Homo sapiens 	2.3.1.48	
3t7o	Homo sapiens 	2.4.1.186	
3t7n	Homo sapiens 	2.4.1.186	
1jkt	Homo sapiens 	2.7.11.1	
1pwy	Homo sapiens 	2.4.2.1	
3t7m	Homo sapiens 	2.4.1.186	
1jks	Homo sapiens 	2.7.11.1	
2xe8	Homo sapiens 	2.7.2.3	
1jm4	Homo sapiens 	2.3.1.48	
2xe7	Homo sapiens 	2.7.2.3	
2xe6	Homo sapiens 	2.7.2.3	
1py5	Homo sapiens 	2.7.11.30	
4fzv	Homo sapiens 	2.1.1	
1jkl	Homo sapiens 	2.7.11.1	
1jkk	Homo sapiens 	2.7.11.1	
2kje	Homo sapiens 	2.3.1.48	
3t7a	Homo sapiens 	2.7.4.21	
3t7a	Homo sapiens 	2.7.4.24	
2xck	Homo sapiens 	2.7.11.1	
2xch	Homo sapiens 	2.7.11.1	
3lj3	Homo sapiens 	2.7.1.153	
3lj3	Homo sapiens 	2.7.11.1	
2kk6	Homo sapiens 	2.7.10.2	
3a1b	Homo sapiens 	2.1.1.37	
3a1a	Homo sapiens 	2.1.1.37	
3lhj	Homo sapiens 	2.7.11.24	
2kk1	Homo sapiens 	2.7.10.2	
1px7	Homo sapiens 	2.5.1.18	
1px6	Homo sapiens 	2.5.1.18	
3ezv	Homo sapiens 	2.7.11.22	
4fyo	Homo sapiens 	2.7.10.2	
2xbj	Homo sapiens 	2.7.11.1	
4fyn	Homo sapiens 	2.7.10.2	
3ezr	Homo sapiens 	2.7.11.22	
3a0i	Homo sapiens 	2.7.1.2	
2khw	Homo sapiens 	2.7.7.7	
2xba	Homo sapiens 	2.7.10.1	
2khu	Homo sapiens 	2.7.7.7	
1wcc	Homo sapiens 	2.7.11.22	
3ru0	Homo sapiens 	2.1.1.43	
1r7y	Homo sapiens 	2.4.1.37	
1r7y	Homo sapiens 	2.4.1.40	
1r7x	Homo sapiens 	2.4.1.37	
1r7x	Homo sapiens 	2.4.1.40	
1r7v	Homo sapiens 	2.4.1.37	
1r7v	Homo sapiens 	2.4.1.40	
1r7u	Homo sapiens 	2.4.1.37	
1r7u	Homo sapiens 	2.4.1.40	
1r7t	Homo sapiens 	2.4.1.37	
1r7t	Homo sapiens 	2.4.1.40	
1wbw	Homo sapiens 	2.7.11.24	
1wbv	Homo sapiens 	2.7.11.24	
4fz6	Homo sapiens 	2.7.10.2	
1pw2	Homo sapiens 	2.7.11.22	
1wbt	Homo sapiens 	2.7.11.24	
1wbs	Homo sapiens 	2.7.11.24	
1wbp	Homo sapiens 	2.7.11.1	
1wbo	Homo sapiens 	2.7.11.24	
1wbn	Homo sapiens 	2.7.11.24	
3lfs	Homo sapiens 	2.7.11.22	
2xac	Homo sapiens 	2.7.10.1	
3lfq	Homo sapiens 	2.7.11.22	
2qsz	Homo sapiens 	2.7.1.173	
2qsz	Homo sapiens 	2.7.1.22	
3lfn	Homo sapiens 	2.7.11.22	
2kgt	Homo sapiens 	2.7.10.2	
2qsy	Homo sapiens 	2.7.1.173	
2qsy	Homo sapiens 	2.7.1.22	
3eyh	Homo sapiens 	2.7.10.2	
3eyg	Homo sapiens 	2.7.10.2	
3lfl	Homo sapiens 	2.5.1.18	
2qu6	Homo sapiens 	2.7.10.1	
2qu5	Homo sapiens 	2.7.10.1	
3lff	Homo sapiens 	2.7.11.24	
3lfe	Homo sapiens 	2.7.11.24	
2xb7	Homo sapiens 	2.7.10.1	
3lfd	Homo sapiens 	2.7.11.24	
3lfc	Homo sapiens 	2.7.11.24	
4fww	Homo sapiens 	2.7.10.1	
3lfb	Homo sapiens 	2.7.11.24	
3lfa	Homo sapiens 	2.7.11.24	
1r82	Homo sapiens 	2.4.1.37	
1r82	Homo sapiens 	2.4.1.40	
1r81	Homo sapiens 	2.4.1.37	
1r81	Homo sapiens 	2.4.1.40	
1r80	Homo sapiens 	2.4.1.37	
1r80	Homo sapiens 	2.4.1.40	
1wak	Homo sapiens 	2.7.11.1	
3t54	Homo sapiens 	2.7.4.21	
3t54	Homo sapiens 	2.7.4.24	
2dyl	Homo sapiens 	2.7.12.2	
2qrv	Homo sapiens 	2.1.1.37	
1waa	Homo sapiens 	2.7.11.1	
1r79	Homo sapiens 	2.7.1.107	
1r78	Homo sapiens 	2.7.11.22	
3lee	Homo sapiens 	2.5.1.21	
2qt1	Homo sapiens 	2.7.1.173	
2qt1	Homo sapiens 	2.7.1.22	
2qro	Homo sapiens 	2.7.1.74	
2qt0	Homo sapiens 	2.7.1.173	
2qt0	Homo sapiens 	2.7.1.22	
2qrn	Homo sapiens 	2.7.1.74	
2xa4	Homo sapiens 	2.7.10.2	
1r74	Homo sapiens 	2.1.1.20	
3ewz	Homo sapiens 	2.4.2.10	
3ewy	Homo sapiens 	2.4.2.10	
3ewx	Homo sapiens 	2.4.2.10	
4fvr	Homo sapiens 	2.7.10.2	
3eww	Homo sapiens 	2.4.2.10	
4fvq	Homo sapiens 	2.7.10.2	
4fvp	Homo sapiens 	2.7.10.2	
3ewu	Homo sapiens 	2.4.2.10	
1cza	Homo sapiens 	2.7.1.1	
3rpy	Homo sapiens 	2.7.11.22	
3g9n	Homo sapiens 	2.7.11.24	
3g9l	Homo sapiens 	2.7.11.24	
3rpv	Homo sapiens 	2.7.11.22	
3rps	Homo sapiens 	2.7.11.1	
3rpr	Homo sapiens 	2.7.11.22	
3ewh	Homo sapiens 	2.7.10.1	
3rpp	Homo sapiens 	2.5.1.18	
3rpo	Homo sapiens 	2.7.11.22	
3rpn	Homo sapiens 	2.5.1.18	
4h7y	Homo sapiens 	2.7.12.1	
4fuy	Homo sapiens human	2.7.11.24	
4h7x	Homo sapiens 	2.7.12.1	
4fux	Homo sapiens human	2.7.11.24	
1wa7	Homo sapiens 	2.7.10.2	
3lcy	Homo sapiens 	2.7.11.1	
3ex6	Homo sapiens 	2.4.2.10	
3ex4	Homo sapiens 	2.4.2.10	
4ful	Homo sapiens 	2.7.1.153	
4ful	Homo sapiens 	2.7.11.1	
3ex3	Homo sapiens 	2.4.2.10	
3ex2	Homo sapiens 	2.4.2.10	
3roy	Homo sapiens 	2.7.11.22	
3le6	Homo sapiens 	2.7.11.22	
3ex1	Homo sapiens 	2.4.2.10	
3lct	Homo sapiens 	2.7.10.1	
1cxz	Homo sapiens 	2.7.11.13	
3lcs	Homo sapiens 	2.7.10.1	
3rq7	Homo sapiens 	2.7.11.21	
2dwp	Homo sapiens 	2.7.1.105	
3lco	Homo sapiens 	2.7.10.1	
2dwo	Homo sapiens 	2.7.1.105	
3rq4	Homo sapiens 	2.1.1.43	
2qpw	Homo sapiens 	2.1.1.43	
3lck	Homo sapiens 	2.7.10.2	
2f9k	Homo sapiens 	2.5.1.1	
2f9k	Homo sapiens 	2.5.1.10	
5gss	Homo sapiens 	2.5.1.18	
3lcd	Homo sapiens 	2.7.10.1	
4fv9	Homo sapiens human	2.7.11.24	
4fv8	Homo sapiens human	2.7.11.24	
4fv7	Homo sapiens human	2.7.11.24	
4ftu	Homo sapiens human	2.7.11.1	
2dwb	Homo sapiens 	2.7.11.1	
4fv6	Homo sapiens human	2.7.11.24	
4ftt	Homo sapiens human	2.7.11.1	
4fv5	Homo sapiens human	2.7.11.24	
3rod	Homo sapiens 	2.1.1.1	
4fv4	Homo sapiens human	2.7.11.24	
3roc	Homo sapiens 	2.7.11.24	
4ftr	Homo sapiens human	2.7.11.1	
4fv3	Homo sapiens human	2.7.11.24	
4ftq	Homo sapiens human	2.7.11.1	
4fv2	Homo sapiens human	2.7.11.24	
4fv1	Homo sapiens human	2.7.11.24	
4fto	Homo sapiens human	2.7.11.1	
3euu	Homo sapiens 	2.7.10.1	
4fv0	Homo sapiens human	2.7.11.24	
4ftn	Homo sapiens human	2.7.11.1	
2f8z	Homo sapiens 	2.5.1.1	
2f8z	Homo sapiens 	2.5.1.10	
4ftm	Homo sapiens human	2.7.11.1	
4ftl	Homo sapiens human	2.7.11.1	
4ftk	Homo sapiens human	2.7.11.1	
4ftj	Homo sapiens human	2.7.11.1	
