PDBID	SCIENTIFIC_ORGANISM	EC_NUMBER	
3exh	Homo sapiens 	1.2.4.1	
2c72	Homo sapiens 	1.4.3.4	
3exg	Homo sapiens 	1.2.4.1	
3exf	Homo sapiens 	1.2.4.1	
2c70	Homo sapiens 	1.4.3.4	
3exe	Homo sapiens 	1.2.4.1	
3t3l	Homo sapiens 	1.16.3.1	
3t3k	Homo sapiens 	1.16.3.1	
3t3j	Homo sapiens 	1.16.3.1	
3uwe	Homo sapiens 	1.1.1.112	
3uwe	Homo sapiens 	1.1.1.188	
3uwe	Homo sapiens 	1.1.1.213	
3uwe	Homo sapiens 	1.1.1.239	
3uwe	Homo sapiens 	1.1.1.64	
3uwe	Homo sapiens 	1.3.1.20	
3d3w	Homo sapiens 	1.1.1.10	
1mmt	Homo sapiens 	1.14.16.1	
1pu4	Homo sapiens 	1.4.3.21	
3ey4	Homo sapiens 	1.1.1.146	
3lf5	Homo sapiens 	1.6.2.2	
1pu0	Homo sapiens 	1.15.1.1	
1mmk	Homo sapiens 	1.14.16.1	
3d3l	Homo sapiens 	1.13.11.31	
2c67	Homo sapiens 	1.4.3.4	
2c66	Homo sapiens 	1.4.3.4	
2c65	Homo sapiens 	1.4.3.4	
2c64	Homo sapiens 	1.4.3.4	
3t42	Homo sapiens 	1.1.1.21	
3d3e	Homo sapiens 	1.1.1.146	
2qqs	Homo sapiens 	1.14.11	
2qqr	Homo sapiens 	1.14.11	
3ldb	Homo sapiens 	1.14.11	
1mlw	Homo sapiens 	1.14.16.4	
1prx	Homo sapiens 	1.11.1.15	
1prx	Homo sapiens 	1.11.1.9	
1pt9	Homo sapiens 	1.6.1.2	
1o05	Homo sapiens 	1.2.1.3	
1o04	Homo sapiens 	1.2.1.3	
1o02	Homo sapiens 	1.2.1.3	
1o01	Homo sapiens 	1.2.1.3	
1o00	Homo sapiens 	1.2.1.3	
2f9q	Homo sapiens 	1.14.14.1	
2qr2	Homo sapiens 	1.10.99.2	
2qpp	Homo sapiens 	1.14.99.3	
1cxp	Homo sapiens 	1.11.2.2	
3ld8	Homo sapiens 	1.14.11	
3ld6	Homo sapiens 	1.14.13.70	
3ld5	Homo sapiens 	1.1.1.21	
5grt	Homo sapiens 	1.8.1.7	
2c2t	Homo sapiens 	1.5.1.3	
3lbo	Homo sapiens 	1.1.1.21	
2c2s	Homo sapiens 	1.5.1.3	
2c43	Homo sapiens 	1.2.1.31	
3rnm	Homo sapiens 	1.8.1.4	
2qq5	Homo sapiens 	1.1	
1b3o	Homo sapiens 	1.1.1.205	
1pr9	Homo sapiens 	1.1.1.10	
2f8a	Homo sapiens 	1.11.1.9	
2duz	Homo sapiens 	1.1.1.21	
3lc4	Homo sapiens 	1.14.13	
2dux	Homo sapiens 	1.1.1.21	
1u8f	Homo sapiens 	1.2.1.12	
2qnk	Homo sapiens 	1.13.11.6	
1jcn	Homo sapiens 	1.1.1.205	
1u7t	Homo sapiens 	1.1.1.178	
1u7t	Homo sapiens 	1.1.1.35	
1pq2	Homo sapiens 	1.14.14.1	
3g5m	Homo sapiens 	1.10.99.2	
1zbq	Homo sapiens 	1.1.1	
2qmz	Homo sapiens 	1.10.99.2	
2qmy	Homo sapiens 	1.10.99.2	
2v5z	Homo sapiens 	1.4.3.4	
3g5e	Homo sapiens 	1.1.1.21	
2dv0	Homo sapiens 	1.1.1.21	
2wyz	Homo sapiens 	1.15.1.1	
2wyt	Homo sapiens 	1.15.1.1	
1cw3	Homo sapiens 	1.2.1.3	
3erz	Homo sapiens 	1.16.3.1	
1mj4	Homo sapiens 	1.8.3.1	
4fqf	Homo sapiens 	1.2.1.3	
2v5f	Homo sapiens 	1.14.11.2	
2f5z	Homo sapiens 	1.8.1.4	
1mhl	Homo sapiens 	1.11.2.2	
1b1c	Homo sapiens 	1.6.2.4	
2du8	Homo sapiens 	1.4.3.3	
2c11	Homo sapiens 	1.4.3.21	
2c10	Homo sapiens 	1.4.3.21	
4fr8	Homo sapiens 	1.2.1.3	
2wz6	Homo sapiens 	1.15.1.1	
2wz5	Homo sapiens 	1.15.1.1	
2v61	Homo sapiens 	1.4.3.4	
2v60	Homo sapiens 	1.4.3.4	
2wz0	Homo sapiens 	1.15.1.1	
3hy8	Homo sapiens 	1.4.3.5	
3es3	Homo sapiens 	1.16.3.1	
1u72	Homo sapiens 	1.5.1.3	
1u71	Homo sapiens 	1.5.1.3	
3hy2	Homo sapiens 	1.11.1.15	
3hy2	Homo sapiens 	1.8.98.2	
3eqm	Homo sapiens 	1.14.14.1	
2alr	Homo sapiens 	1.1.1.2	
3g3e	Homo sapiens 	1.4.3.3	
1u5b	Homo sapiens 	1.2.4.4	
2wwu	Homo sapiens 	1.14.11.27	
2wwr	Homo sapiens 	1.1.1.79	
2wwr	Homo sapiens 	1.1.1.81	
1r03	Homo sapiens 	1.16.3.1	
2wwj	Homo sapiens 	1.14.11.27	
1mfm	Homo sapiens 	1.15.1.1	
2qkc	Homo sapiens 	1.15.1.1	
2qka	Homo sapiens 	1.15.1.1	
2i9p	Homo sapiens 	1.1.1.31	
1ja8	Homo sapiens 	1.15.1.1	
1pm9	Homo sapiens 	1.15.1.1	
1u3w	Homo sapiens 	1.1.1.1	
1u3v	Homo sapiens 	1.1.1.1	
1u3u	Homo sapiens 	1.1.1.1	
1u3t	Homo sapiens 	1.1.1.1	
3g1r	Homo sapiens 	1.3.1.3	
4pah	Homo sapiens 	1.14.16.1	
3od4	Homo sapiens 	1.14.11	
3od4	Homo sapiens 	1.14.11.30	
3hud	Homo sapiens 	1.1.1.1	
2f2k	Homo sapiens 	1.1.1.21	
3g0x	Homo sapiens 	1.3.5.2	
1pl8	Homo sapiens 	1.1.1.14	
1pl7	Homo sapiens 	1.1.1.14	
1pl6	Homo sapiens 	1.1.1.14	
3g0u	Homo sapiens 	1.3.5.2	
1pl4	Homo sapiens 	1.15.1.1	
3bhm	Homo sapiens 	1.1.1.184	
3bhm	Homo sapiens 	1.1.1.189	
3bhm	Homo sapiens 	1.1.1.197	
1pjl	Homo sapiens 	1.1.1.38	
3bhj	Homo sapiens 	1.1.1.184	
3bhj	Homo sapiens 	1.1.1.189	
3bhj	Homo sapiens 	1.1.1.197	
2f38	Homo sapiens 	1.1.1.112	
2f38	Homo sapiens 	1.1.1.188	
2f38	Homo sapiens 	1.1.1.213	
2f38	Homo sapiens 	1.1.1.239	
2f38	Homo sapiens 	1.1.1.64	
2f38	Homo sapiens 	1.3.1.20	
3bhi	Homo sapiens 	1.1.1.184	
3bhi	Homo sapiens 	1.1.1.189	
3bhi	Homo sapiens 	1.1.1.197	
2i99	Homo sapiens 	1.5.1.25	
2f1o	Homo sapiens 	1.6.5.2	
1spd	Homo sapiens 	1.15.1.1	
3oaf	Homo sapiens 	1.5.1.3	
2wv8	Homo sapiens 	1.3.5.2	
1x7z	Homo sapiens 	1.2.4.4	
2v0m	Homo sapiens 	1.14.13.157	
2v0m	Homo sapiens 	1.14.13.32	
2v0m	Homo sapiens 	1.14.13.67	
2v0m	Homo sapiens 	1.14.13.97	
1x7y	Homo sapiens 	1.2.4.4	
1x7x	Homo sapiens 	1.2.4.4	
1x7w	Homo sapiens 	1.2.4.4	
1x98	Homo sapiens 	1.1.1.21	
1sos	Homo sapiens 	1.15.1.1	
1x97	Homo sapiens 	1.1.1.21	
1x96	Homo sapiens 	1.1.1.21	
1u31	Homo sapiens 	1.6.1.2	
3bgl	Homo sapiens 	1.1.1.34	
2v0a	Homo sapiens 	1.15.1.1	
2zzc	Homo sapiens 	1.8.1.9	
2zzb	Homo sapiens 	1.8.1.9	
2y74	Homo sapiens 	1.4.3.21	
2y73	Homo sapiens 	1.4.3.21	
1fun	Homo sapiens 	1.15.1.1	
1pj4	Homo sapiens 	1.1.1.38	
1pj3	Homo sapiens 	1.1.1.38	
1pj2	Homo sapiens 	1.1.1.38	
1yzs	Homo sapiens 	1.8.98.2	
1x80	Homo sapiens 	1.2.4.4	
2agt	Homo sapiens 	1.1.1.21	
1mc5	Homo sapiens 	1.1.1.1	
1mc5	Homo sapiens 	1.1.1.284	
1mar	Homo sapiens 	1.1.1.21	
1so8	Homo sapiens 	1.1.1.178	
1so8	Homo sapiens 	1.1.1.35	
2zz0	Homo sapiens 	1.8.1.9	
3hqu	Homo sapiens 	1.14.11.29	
3hqr	Homo sapiens 	1.14.11.29	
2grt	Homo sapiens 	1.8.1.7	
2qg4	Homo sapiens 	1.1.1.22	
2jxj	Homo sapiens 	1.14.11	
2gra	Homo sapiens 	1.5.1.2	
3hr4	Homo sapiens 	1.14.13.39	
2aex	Homo sapiens 	1.3.3.3	
2i3y	Homo sapiens 	1.11.1.9	
4fia	Homo sapiens 	1.14.13.98	
2ag5	Homo sapiens 	1.1.1.30	
3kvm	Homo sapiens 	1.3.5.2	
3rcq	Homo sapiens 	1.14.11.16	
1yxm	Homo sapiens 	1.3.1.38	
3kvl	Homo sapiens 	1.3.5.2	
3kvk	Homo sapiens 	1.3.5.2	
3kvj	Homo sapiens 	1.3.5.2	
3re0	Homo sapiens 	1.15.1.1	
2gs3	Homo sapiens 	1.11.1.12	
1h69	Homo sapiens 	1.6.5.2	
1h66	Homo sapiens 	1.6.5.2	
1h4o	Homo sapiens 	1.11.1.15	
1iz3	Homo sapiens 	1.14.11	
1iz3	Homo sapiens 	1.14.11.30	
1ma0	Homo sapiens 	1.1.1.1	
1ma0	Homo sapiens 	1.1.1.284	
3bcj	Homo sapiens 	1.1.1.21	
2gr9	Homo sapiens 	1.5.1.2	
3hok	Homo sapiens 	1.14.99.3	
2adq	Homo sapiens 	1.15.1.1	
2adp	Homo sapiens 	1.15.1.1	
2af2	Homo sapiens 	1.15.1.1	
3eig	Homo sapiens 	1.5.1.3	
2y34	Homo sapiens 	1.14.11.29	
2y33	Homo sapiens 	1.14.11.29	
3ej8	Homo sapiens 	1.14.13.39	
3kv4	Homo sapiens 	1.14.11.27	
2acu	Homo sapiens 	1.1.1.21	
2acs	Homo sapiens 	1.1.1.21	
2acr	Homo sapiens 	1.1.1.21	
2acq	Homo sapiens 	1.1.1.21	
3ugr	Homo sapiens 	1.1.1.112	
3ugr	Homo sapiens 	1.1.1.188	
3ugr	Homo sapiens 	1.1.1.213	
3ugr	Homo sapiens 	1.1.1.239	
3ugr	Homo sapiens 	1.1.1.64	
3ugr	Homo sapiens 	1.3.1.20	
3hnf	Homo sapiens 	1.17.4.1	
1pdb	Homo sapiens 	1.5.1.3	
3hne	Homo sapiens 	1.17.4.1	
3hnd	Homo sapiens 	1.17.4.1	
3hnc	Homo sapiens 	1.17.4.1	
3nzd	Homo sapiens 	1.5.1.3	
1h2n	Homo sapiens 	1.14.11	
1h2n	Homo sapiens 	1.14.11.30	
1h2m	Homo sapiens 	1.14.11	
1h2m	Homo sapiens 	1.14.11.30	
1h2l	Homo sapiens 	1.14.11	
1h2l	Homo sapiens 	1.14.11.30	
1h2k	Homo sapiens 	1.14.11	
1h2k	Homo sapiens 	1.14.11.30	
1sir	Homo sapiens bacterial:BL21	1.3.8.6	
2y0i	Homo sapiens 	1.14.11	
2y0i	Homo sapiens 	1.14.11.30	
1siq	Homo sapiens bacterial strain:BL21	1.3.8.6	
3ufy	Homo sapiens 	1.1.1.112	
3ufy	Homo sapiens 	1.1.1.188	
3ufy	Homo sapiens 	1.1.1.213	
3ufy	Homo sapiens 	1.1.1.239	
3ufy	Homo sapiens 	1.1.1.64	
3ufy	Homo sapiens 	1.3.1.20	
1ivh	Homo sapiens 	1.3.8.4	
2dhf	Homo sapiens 	1.5.1.3	
1pd9	Homo sapiens 	1.5.1.3	
1pd8	Homo sapiens 	1.5.1.3	
1x0x	Homo sapiens 	1.1.1.8	
1x0v	Homo sapiens 	1.1.1.8	
3nxy	Homo sapiens 	1.5.1.3	
3nxx	Homo sapiens 	1.5.1.3	
3nxv	Homo sapiens 	1.5.1.3	
3nxu	Homo sapiens 	1.14.13.157	
3nxu	Homo sapiens 	1.14.13.32	
3nxu	Homo sapiens 	1.14.13.67	
3nxu	Homo sapiens 	1.14.13.97	
3m64	Homo sapiens 	1.1.1.21	
3nxt	Homo sapiens 	1.5.1.3	
3nxr	Homo sapiens 	1.5.1.3	
3ug8	Homo sapiens 	1.1.1.112	
3ug8	Homo sapiens 	1.1.1.188	
3ug8	Homo sapiens 	1.1.1.213	
3ug8	Homo sapiens 	1.1.1.239	
3ug8	Homo sapiens 	1.1.1.64	
3ug8	Homo sapiens 	1.3.1.20	
3nxo	Homo sapiens 	1.5.1.3	
2aaq	Homo sapiens 	1.8.1.7	
2i17	Homo sapiens 	1.1.1.21	
2i16	Homo sapiens 	1.1.1.21	
3m4h	Homo sapiens 	1.1.1.21	
2y05	Homo sapiens 	1.3.1.48	
2y05	Homo sapiens 	1.3.1.74	
4fdh	Homo sapiens 	1.14.15.4	
4fdh	Homo sapiens 	1.14.15.5	
2jrz	Homo sapiens 	1.14.11	
1pah	Homo sapiens 	1.14.16.1	
2dfd	Homo sapiens 	1.1.1.37	
2wko	Homo sapiens 	1.15.1.1	
4a7v	Homo sapiens 	1.15.1.1	
4a7u	Homo sapiens 	1.15.1.1	
4a7t	Homo sapiens 	1.15.1.1	
4a7s	Homo sapiens 	1.15.1.1	
4a7q	Homo sapiens 	1.15.1.1	
3ecw	Homo sapiens 	1.15.1.1	
1k4q	Homo sapiens 	1.8.1.7	
3ecv	Homo sapiens 	1.15.1.1	
4a7g	Homo sapiens 	1.15.1.1	
3ecu	Homo sapiens 	1.15.1.1	
4a7a	Homo sapiens 	1.4.3.4	
1sen	Homo sapiens 	1.8.4.2	
1sg0	Homo sapiens 	1.10.99.2	
3hii	Homo sapiens 	1.4.3.22	
3hig	Homo sapiens 	1.4.3.22	
3koh	Homo sapiens 	1.14.13	
4fc7	Homo sapiens 	1.3.1.34	
4fc6	Homo sapiens 	1.3.1.34	
1ly7	Homo sapiens 	1.16.3.1	
4fam	Homo sapiens 	1.1.1.112	
4fam	Homo sapiens 	1.1.1.188	
4fam	Homo sapiens 	1.1.1.213	
4fam	Homo sapiens 	1.1.1.239	
4fam	Homo sapiens 	1.1.1.64	
4fam	Homo sapiens 	1.3.1.20	
4fal	Homo sapiens 	1.1.1.112	
4fal	Homo sapiens 	1.1.1.188	
4fal	Homo sapiens 	1.1.1.213	
4fal	Homo sapiens 	1.1.1.239	
4fal	Homo sapiens 	1.1.1.64	
4fal	Homo sapiens 	1.3.1.20	
3ntz	Homo sapiens 	1.5.1.3	
3ebs	Homo sapiens 	1.14.14.1	
3nty	Homo sapiens 	1.1.1.112	
3nty	Homo sapiens 	1.1.1.149	
3nty	Homo sapiens 	1.3.1.20	
4a79	Homo sapiens 	1.4.3.4	
3m0i	Homo sapiens 	1.1.1.21	
3hhd	Homo sapiens 	1.1.1.100	
3hhd	Homo sapiens 	1.3.1.10	
3hi7	Homo sapiens 	1.4.3.22	
3eah	Homo sapiens 	1.14.13.39	
3nu0	Homo sapiens 	1.5.1.3	
4fa3	Homo sapiens 	1.1.1.112	
4fa3	Homo sapiens 	1.1.1.188	
4fa3	Homo sapiens 	1.1.1.213	
4fa3	Homo sapiens 	1.1.1.239	
4fa3	Homo sapiens 	1.1.1.64	
4fa3	Homo sapiens 	1.3.1.20	
1luw	Homo sapiens 	1.15.1.1	
2pzn	Homo sapiens 	1.1.1.21	
1luv	Homo sapiens 	1.15.1.1	
1iol	Homo sapiens 	1.1.1.62	
2wgh	Homo sapiens 	1.17.4.1	
3klp	Homo sapiens 	1.1.1.62	
3klm	Homo sapiens 	1.1.1.62	
3ua5	Homo sapiens 	1.14.14.1	
3hfg	Homo sapiens 	1.1.1.146	
3ua1	Homo sapiens 	1.14.13.157	
3ua1	Homo sapiens 	1.14.13.32	
3ua1	Homo sapiens 	1.14.13.67	
3ua1	Homo sapiens 	1.14.13.97	
3hff	Homo sapiens 	1.15.1.1	
3hfb	Homo sapiens 	1.14.16.4	
1ozw	Homo sapiens 	1.14.99.3	
1ozu	Homo sapiens 	1.15.1.1	
1ozt	Homo sapiens 	1.15.1.1	
1ozr	Homo sapiens 	1.14.99.3	
1ozl	Homo sapiens 	1.14.99.3	
3km0	Homo sapiens 	1.1.1.62	
3p3p	Homo sapiens 	1.14.11	
3p3p	Homo sapiens 	1.14.11.30	
1fha	Homo sapiens 	1.16.3.1	
3p3n	Homo sapiens 	1.14.11	
3p3n	Homo sapiens 	1.14.11.30	
2gh5	Homo sapiens 	1.8.1.7	
1oze	Homo sapiens 	1.14.99.3	
2jlp	Homo sapiens 	1.15.1.1	
2zky	Homo sapiens 	1.15.1.1	
2zkx	Homo sapiens 	1.15.1.1	
2zkw	Homo sapiens 	1.15.1.1	
2pxj	Homo sapiens 	1.14.11	
3hf8	Homo sapiens 	1.14.16.4	
3hf6	Homo sapiens 	1.14.16.4	
1lso	Homo sapiens 	1.1.1.35	
3p2v	Homo sapiens 	1.1.1.21	
3hf1	Homo sapiens 	1.17.4.1	
1lsj	Homo sapiens 	1.1.1.35	
1oyl	Homo sapiens 	1.14.99.3	
1oyk	Homo sapiens 	1.14.99.3	
2jkv	Homo sapiens 	1.1.1.44	
2ger	Homo sapiens 	1.5.1.2	
3avs	Homo sapiens 	1.14.11	
3avr	Homo sapiens 	1.14.11	
1lrm	Homo sapiens 	1.14.16.1	
2gdz	Homo sapiens 	1.1.1.141	
3nos	Homo sapiens 	1.14.13.39	
3s7s	Homo sapiens 	1.14.14.1	
2gds	Homo sapiens 	1.15.1.1	
3kij	Homo sapiens Homo sapiens	1.11.1.9	
2gf2	Homo sapiens 	1.1.1.31	
2px6	Homo sapiens 	1.1.1.100	
2px6	Homo sapiens 	1.3.1.10	
1ikt	Homo sapiens 	1.1.1	
3s7a	Homo sapiens 	1.5.1.3	
1n3u	Homo sapiens 	1.14.99.3	
3khu	Homo sapiens 	1.1.1.22	
1fdw	Homo sapiens 	1.1.1.62	
1fdv	Homo sapiens 	1.1.1.62	
1fdu	Homo sapiens 	1.1.1.62	
1fdt	Homo sapiens 	1.1.1.62	
1fds	Homo sapiens 	1.1.1.62	
2gcg	Homo sapiens 	1.1.1.79	
2gcg	Homo sapiens 	1.1.1.81	
3tzb	Homo sapiens 	1.10.99.2	
1n45	Homo sapiens 	1.14.99.3	
2jif	Homo sapiens 	1.3.8.5	
1il0	Homo sapiens 	1.1.1.35	
3s79	Homo sapiens 	1.14.14.1	
3qu8	Homo sapiens 	1.14.14.1	
2gbv	Homo sapiens 	1.15.1.1	
3c6g	Homo sapiens 	1.14.13.159	
2gbu	Homo sapiens 	1.15.1.1	
2gbt	Homo sapiens 	1.15.1.1	
3had	Homo sapiens 	1.1.1.35	
2o23	Homo sapiens 	1.1.1.178	
2o23	Homo sapiens 	1.1.1.35	
3s5f	Homo sapiens 	1.16.3.1	
3s5e	Homo sapiens 	1.16.3.1	
3s5d	Homo sapiens 	1.16.3.1	
3s5a	Homo sapiens 	1.14.11.33	
3hb5	Homo sapiens 	1.1.1.62	
3hb4	Homo sapiens 	1.1.1.62	
3kh4	Homo sapiens 	1.15.1.1	
3kh3	Homo sapiens 	1.15.1.1	
1yho	Homo sapiens 	1.5.1.3	
3s4m	Homo sapiens 	1.16.3.1	
2b6f	Homo sapiens 	1.8.98.2	
3dxu	Homo sapiens 	1.14.11	
3dxt	Homo sapiens 	1.14.11	
1n0n	Homo sapiens 	1.15.1.1	
1var	Homo sapiens 	1.15.1.1	
3s3v	Homo sapiens 	1.5.1.3	
1ihi	Homo sapiens 	1.1.1.213	
1ihi	Homo sapiens 	1.3.1.20	
1n0j	Homo sapiens 	1.15.1.1	
3nks	Homo sapiens 	1.3.3.4	
3s57	Homo sapiens 	1.14.11.33	
3qqp	Homo sapiens 	1.1.1.146	
3v9q	Homo sapiens 	1.1.1.21	
3s3g	Homo sapiens 	1.1.1.21	
3v9i	Homo sapiens 	1.5.1.12	
3v9h	Homo sapiens 	1.5.1.12	
3v9g	Homo sapiens 	1.5.1.12	
2jfk	Homo sapiens 	1.1.1.100	
2jfk	Homo sapiens 	1.3.1.10	
3qqd	Homo sapiens 	1.15.1.1	
1n19	Homo sapiens 	1.15.1.1	
2wa4	Homo sapiens 	1.14.11	
2wa4	Homo sapiens 	1.14.11.30	
1n18	Homo sapiens 	1.15.1.1	
2prm	Homo sapiens 	1.3.5.2	
2wa3	Homo sapiens 	1.14.11	
2wa3	Homo sapiens 	1.14.11.30	
2prl	Homo sapiens 	1.3.5.2	
3c3u	Homo sapiens 	1.1.1.112	
3c3u	Homo sapiens 	1.1.1.149	
3c3u	Homo sapiens 	1.3.1.20	
3c3t	Homo sapiens 	1.15.1.1	
3c3s	Homo sapiens 	1.15.1.1	
2jfd	Homo sapiens 	1.1.1.100	
2jfd	Homo sapiens 	1.3.1.10	
2prh	Homo sapiens 	1.3.5.2	
3njy	Homo sapiens 	1.14.11	
2r4f	Homo sapiens 	1.1.1.34	
3f9p	Homo sapiens 	1.11.2.2	
3f8z	Homo sapiens 	1.5.1.3	
3f8y	Homo sapiens 	1.5.1.3	
3v8d	Homo sapiens 	1.14.13.17	
3kcy	Homo sapiens 	1.14.11	
3kcy	Homo sapiens 	1.14.11.30	
3kcx	Homo sapiens 	1.14.11	
3kcx	Homo sapiens 	1.14.11.30	
3v99	Homo sapiens 	1.13.11.34	
3v98	Homo sapiens 	1.13.11.34	
3v92	Homo sapiens 	1.13.11.34	
3qoa	Homo sapiens 	1.14.14.1	
1ry8	Homo sapiens 	1.1.1.112	
1ry8	Homo sapiens 	1.1.1.188	
1ry8	Homo sapiens 	1.1.1.213	
1ry8	Homo sapiens 	1.1.1.239	
1ry8	Homo sapiens 	1.1.1.64	
1ry8	Homo sapiens 	1.3.1.20	
1a4i	Homo sapiens 	1.5.1.5	
3nhy	Homo sapiens 	1.10.99.2	
3nhw	Homo sapiens 	1.10.99.2	
3f91	Homo sapiens 	1.5.1.3	
3nhu	Homo sapiens 	1.10.99.2	
1iei	Homo sapiens 	1.1.1.21	
1ry0	Homo sapiens 	1.1.1.112	
1ry0	Homo sapiens 	1.1.1.188	
1ry0	Homo sapiens 	1.1.1.213	
1ry0	Homo sapiens 	1.1.1.239	
1ry0	Homo sapiens 	1.1.1.64	
1ry0	Homo sapiens 	1.3.1.20	
3nhs	Homo sapiens 	1.10.99.2	
3nhr	Homo sapiens 	1.10.99.2	
3nhp	Homo sapiens 	1.10.99.2	
1t9g	Homo sapiens 	1.3.8.7	
3nhl	Homo sapiens 	1.10.99.2	
3nhk	Homo sapiens 	1.10.99.2	
3nhj	Homo sapiens 	1.10.99.2	
2r37	Homo sapiens 	1.11.1.9	
3nhf	Homo sapiens 	1.10.99.2	
3gzq	Homo sapiens 	1.15.1.1	
3gzp	Homo sapiens 	1.15.1.1	
1rx0	Homo sapiens 	1.3.99	
3gzo	Homo sapiens 	1.15.1.1	
1bwc	Homo sapiens 	1.8.1.7	
1yci	Homo sapiens 	1.14.11	
1yci	Homo sapiens 	1.14.11.30	
2r27	Homo sapiens 	1.15.1.1	
2r24	Homo sapiens 	1.1.1.21	
2r0n	Homo sapiens 	1.3.8.6	
2r0m	Homo sapiens 	1.3.8.6	
3nfr	Homo sapiens 	1.10.99.2	
2fzw	Homo sapiens 	1.1.1.1	
2fzw	Homo sapiens 	1.1.1.284	
2e82	Homo sapiens 	1.4.3.3	
2b0m	Homo sapiens 	1.3.5.2	
3gyf	Homo sapiens 	1.5.1.3	
1d7w	Homo sapiens 	1.11.2.2	
2zb8	Homo sapiens 	1.3.1.48	
2zb7	Homo sapiens 	1.3.1.48	
2zb4	Homo sapiens 	1.3.1.48	
2fze	Homo sapiens 	1.1.1.1	
2fze	Homo sapiens 	1.1.1.284	
2fzd	Homo sapiens 	1.1.1.21	
2fzb	Homo sapiens 	1.1.1.21	
3qm4	Homo sapiens 	1.14.14.1	
2pn8	Homo sapiens 	1.11.1.15	
3ala	Homo sapiens 	1.4.3.21	
1a27	Homo sapiens 	1.1.1.62	
2vz2	Homo sapiens 	1.4.3.4	
3f3s	Homo sapiens 	1.1.1.45	
1t5p	Homo sapiens 	1.14.99.3	
1yb5	Homo sapiens 	1.6.5.5	
2pla	Homo sapiens 	1.1.1.8	
1yb1	Homo sapiens 	1.1.1.62	
2fz9	Homo sapiens 	1.1.1.21	
2fz8	Homo sapiens 	1.1.1.21	
1olx	Homo sapiens 	1.2.4.4	
5pah	Homo sapiens 	1.14.16.1	
1olu	Homo sapiens 	1.2.4.4	
1d5l	Homo sapiens 	1.11.2.2	
2e4a	Homo sapiens 	1.4.3.3	
1ols	Homo sapiens 	1.2.4.4	
3ajq	Homo sapiens 	1.16.3.1	
3ajp	Homo sapiens 	1.16.3.1	
3ajo	Homo sapiens 	1.16.3.1	
1uxm	Homo sapiens 	1.15.1.1	
3v36	Homo sapiens 	1.1.1.21	
1eyb	Homo sapiens 	1.13.11.5	
1uxl	Homo sapiens 	1.15.1.1	
3v35	Homo sapiens 	1.1.1.21	
4enh	Homo sapiens 	1.14.13.98	
3f1q	Homo sapiens 	1.3.5.2	
3dop	Homo sapiens 	1.3.1.3	
2e49	Homo sapiens 	1.4.3.3	
2e48	Homo sapiens 	1.4.3.3	
3qj5	Homo sapiens 	1.1.1.1	
3qj5	Homo sapiens 	1.1.1.284	
1d4a	Homo sapiens 	1.6.5.2	
3qj4	Homo sapiens 	1.4	
3gug	Homo sapiens 	1.1.1.112	
3gug	Homo sapiens 	1.1.1.149	
3gug	Homo sapiens 	1.3.1.20	
2vux	Homo sapiens 	1.17.4.1	
2fvl	Homo sapiens 	1.1.1.225	
2fvl	Homo sapiens 	1.1.1.50	
1ey2	Homo sapiens 	1.13.11.5	
3ahr	Homo sapiens 	1.8.4	
3gtv	Homo sapiens 	1.15.1.1	
3ahq	Homo sapiens 	1.8.4	
1d3h	Homo sapiens 	1.3.5.2	
1d3g	Homo sapiens 	1.3.5.2	
1t41	Homo sapiens 	1.1.1.21	
1t40	Homo sapiens 	1.1.1.21	
2cq8	Homo sapiens 	1.5.1.6	
3zyx	Homo sapiens 	1.4.3.4	
2e1q	Homo sapiens 	1.17.1.4	
2e1q	Homo sapiens 	1.17.3.2	
1ojd	Homo sapiens 	1.4.3.4	
1t2f	Homo sapiens 	1.1.1.27	
1ojc	Homo sapiens 	1.4.3.4	
1oja	Homo sapiens 	1.4.3.4	
1w8d	Homo sapiens 	1.3.1.34	
1d2v	Homo sapiens 	1.11.2.2	
3qft	Homo sapiens 	1.6.2.4	
3qfs	Homo sapiens 	1.6.2.4	
2izz	Homo sapiens 	1.5.1.2	
3qfr	Homo sapiens 	1.6.2.4	
1boz	Homo sapiens 	1.5.1.3	
1d1t	Homo sapiens 	1.1.1.1	
1d1s	Homo sapiens 	1.1.1.1	
3qfc	Homo sapiens 	1.6.2.4	
3qfb	Homo sapiens 	1.8.1.9	
3qfa	Homo sapiens 	1.8.1.9	
1oj9	Homo sapiens 	1.4.3.4	
3dn5	Homo sapiens 	1.1.1.21	
3grt	Homo sapiens 	1.8.1.7	
1w6u	Homo sapiens 	1.3.1.34	
3grs	Homo sapiens 	1.8.1.7	
1ohk	Homo sapiens 	1.5.1.3	
1ohj	Homo sapiens 	1.5.1.3	
1t0l	Homo sapiens 	1.1.1.42	
3na1	Homo sapiens 	1.14.15.6	
3tks	Homo sapiens 	1.11.1.15	
3na0	Homo sapiens 	1.14.15.6	
3tkr	Homo sapiens 	1.11.1.15	
3tkq	Homo sapiens 	1.11.1.15	
3tkp	Homo sapiens 	1.11.1.15	
3zwt	Homo sapiens 	1.3.5.2	
3zws	Homo sapiens 	1.3.5.2	
2h5g	Homo sapiens 	1.2.1.41	
2vrm	Homo sapiens 	1.4.3.4	
4ejj	Homo sapiens 	1.14.14.1	
2pfh	Homo sapiens 	1.1.1.21	
